date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-08-13,1303.TW,南亞,5445000,5445000,0,2.41,2.36,unchanged
2026-08-13,1815.TW,富喬,10877000,10877000,0,2.29,2.24,unchanged
2026-08-13,2059.TW,川湖,293000,293000,0,8.27,8.21,unchanged
2026-08-13,2308.TW,台達電,632000,632000,0,2.65,2.73,unchanged
2026-08-13,2330.TW,台積電,1406000,1406000,0,7.96,7.84,unchanged
2026-08-13,2337.TW,旺宏,1343000,1343000,0,0.43,0.42,unchanged
2026-08-13,2345.TW,智邦,1080000,1080000,0,5.61,5.61,unchanged
2026-08-13,2383.TW,台光電,466000,466000,0,6.26,6.07,unchanged
2026-08-13,2454.TW,聯發科,406000,406000,0,3.82,3.93,unchanged
2026-08-13,2455.TW,全新,2753000,2753000,0,2.48,2.42,unchanged
2026-08-13,3008.TW,大立光,420000,420000,0,4.51,4.48,unchanged
2026-08-13,3017.TW,奇鋐,1002000,1002000,0,6.83,7.34,unchanged
2026-08-13,3037.TW,欣興,2497000,2497000,0,5.85,5.72,unchanged
2026-08-13,3189.TW,景碩,840013,840013,0,1.69,1.64,unchanged
2026-08-13,3231.TW,緯創,7662000,7662000,0,3.47,3.46,unchanged
2026-08-13,3260.TW,威剛,358000,358000,0,0.34,0.34,unchanged
2026-08-13,3264.TW,欣銓,72000,72000,0,0.04,0.04,unchanged
2026-08-13,3443.TW,創意,160000,160000,0,1.92,2.03,unchanged
2026-08-13,3583.TW,辛耘,147000,147000,0,0.25,0.24,unchanged
2026-08-13,3661.TW,世芯-KY,215000,215000,0,2.04,2.06,unchanged
2026-08-13,3665.TW,貿聯-KY,1161000,1161000,0,5.86,5.86,unchanged
2026-08-13,3711.TW,日月光投控,1629000,1629000,0,2.37,2.34,unchanged
2026-08-13,4958.TW,臻鼎-KY,1000000,1000000,0,1.1,1.09,unchanged
2026-08-13,5289.TW,宜鼎,98000,98000,0,0.35,0.34,unchanged
2026-08-13,5347.TW,世界,629000,629000,0,0.24,0.23,unchanged
2026-08-13,6139.TW,亞翔,250000,250000,0,0.48,0.46,unchanged
2026-08-13,6187.TW,萬潤,401000,0,-401000,1.09,,removed
2026-08-13,6223.TW,旺矽,263000,263000,0,4.07,3.91,unchanged
2026-08-13,6515.TW,穎崴,42000,42000,0,0.71,0.65,unchanged
2026-08-13,6584.TW,南俊國際,2231000,2231000,0,2.84,3.05,unchanged
2026-08-13,6669.TW,緯穎,77000,77000,0,1.09,1.07,unchanged
2026-08-13,6805.TW,富世達,109000,109000,0,0.47,0.46,unchanged
2026-08-13,7734.TW,印能科技,56000,56000,0,0.44,0.42,unchanged
2026-08-13,7751.TW,竑騰,182000,149000,-33000,0.56,0.45,decreased
2026-08-13,8021.TW,尖點,2682000,2682000,0,2.68,2.64,unchanged
2026-08-13,8046.TW,南電,300000,300000,0,0.89,0.83,unchanged
2026-08-13,8996.TW,高力,1630000,1630000,0,4.47,4.8,unchanged
