date,symbol,name,weight_percent,shares
2026-08-26,2330.TW,台積電,16.87,12000000
2026-08-26,2383.TW,台光電,5.8,1690000
2026-08-26,3017.TW,奇鋐,5.79,3150000
2026-08-26,3037.TW,欣興,5.71,8460000
2026-08-26,2454.TW,聯發科,4.85,2110000
2026-08-26,2303.TW,聯電,4.31,60000000
2026-08-26,3653.TW,健策,3.62,1087000
2026-08-26,6223.TW,旺矽,3.23,1100000
2026-08-26,2327.TW,國巨*,3.06,9785000
2026-08-26,2308.TW,台達電,2.93,2880000
2026-08-26,2345.TW,智邦,2.76,2307000
2026-08-26,3711.TW,日月光投控,2.76,8000000
2026-08-26,6669.TW,緯穎,2.61,660000
2026-08-26,3189.TW,景碩,2.33,4550000
2026-08-26,3008.TW,大立光,2.29,626000
2026-08-26,3443.TW,創意,2.21,621000
2026-08-26,8046.TW,南電,1.81,2640000
2026-08-26,6274.TW,台燿,1.69,1900000
2026-08-26,5274.TW,信驊,1.64,179500
2026-08-26,2344.TW,華邦電,1.58,15000000
2026-08-26,6488.TW,環球晶,1.55,2800000
2026-08-26,3665.TW,貿聯-KY,1.4,1200000
2026-08-26,1303.TW,南亞,1.25,10358000
2026-08-26,8996.TW,高力,1.21,1737000
2026-08-26,2360.TW,致茂,1.15,1000000
2026-08-26,6805.TW,富世達,1.02,866000
2026-08-26,6239.TW,力成,0.89,5360000
2026-08-26,7769.TW,鴻勁,0.48,130000
2026-08-26,2317.TW,鴻海,0.46,3200000
2026-08-26,3211.TW,順達,0.42,2000000
2026-08-26,3583.TW,辛耘,0.35,800000
2026-08-26,2337.TW,旺宏,0.33,4500000
2026-08-26,2059.TW,川湖,0.3,35000
2026-08-26,3533.TW,嘉澤,0.24,250000
2026-08-26,6442.TW,光聖,0.21,225000
2026-08-26,8358.TW,金居,0.21,800000
2026-08-26,1560.TW,中砂,0.16,393000
2026-08-26,2404.TW,漢唐,0.16,250000
2026-08-26,4958.TW,臻鼎-KY,0.13,500000
2026-08-26,3450.TW,聯鈞,0.13,400000
2026-08-26,1717.TW,長興,0.1,2500000
2026-08-26,3264.TW,欣銓,0.09,700000
2026-08-26,4966.TW,譜瑞-KY,0.07,220000
2026-08-26,2455.TW,全新,0.05,200000
2026-08-26,6285.TW,啟碁,0.05,350000
2026-08-26,8299.TW,群聯,0.0,1000
2026-08-26,2481.TW,強茂,0.0,1000
2026-08-26,2049.TW,上銀,0.0,1000
2026-08-26,5347.TW,世界,0.0,1000
2026-08-26,6196.TW,帆宣,0.0,1000
