date,symbol,name,weight_percent,shares
2026-07-28,2330.TW,台積電,16.91,11600000
2026-07-28,2303.TW,聯電,5.52,76000000
2026-07-28,3017.TW,奇鋐,4.94,3450000
2026-07-28,2383.TW,台光電,3.84,1360000
2026-07-28,3037.TW,欣興,3.71,7600000
2026-07-28,2344.TW,華邦電,3.68,40000000
2026-07-28,2454.TW,聯發科,3.67,1730000
2026-07-28,6223.TW,旺矽,3.3,1000000
2026-07-28,2308.TW,台達電,3.07,3040000
2026-07-28,2345.TW,智邦,2.95,2260000
2026-07-28,3711.TW,日月光投控,2.27,6400000
2026-07-28,2327.TW,國巨*,2.16,6000000
2026-07-28,6669.TW,緯穎,2.04,600000
2026-07-28,3653.TW,健策,2.01,931000
2026-07-28,4958.TW,臻鼎-KY,1.68,6154000
2026-07-28,3533.TW,嘉澤,1.46,1240000
2026-07-28,6488.TW,環球晶,1.44,2350000
2026-07-28,3189.TW,景碩,1.31,3217000
2026-07-28,6274.TW,台燿,1.21,1680000
2026-07-28,3443.TW,創意,1.19,510000
2026-07-28,3665.TW,貿聯-KY,1.17,825000
2026-07-28,7769.TW,鴻勁,1.1,300000
2026-07-28,8046.TW,南電,1.09,1750000
2026-07-28,1303.TW,南亞,1.07,10700000
2026-07-28,5274.TW,信驊,1.05,124500
2026-07-28,2360.TW,致茂,0.94,760000
2026-07-28,2368.TW,金像電,0.93,1800000
2026-07-28,8996.TW,高力,0.93,1600000
2026-07-28,2337.TW,旺宏,0.72,10000000
2026-07-28,6805.TW,富世達,0.6,700000
2026-07-28,6515.TW,穎崴,0.57,149000
2026-07-28,2317.TW,鴻海,0.49,3200000
2026-07-28,3211.TW,順達,0.43,2000000
2026-07-28,6239.TW,力成,0.42,2600000
2026-07-28,1560.TW,中砂,0.41,1000000
2026-07-28,3583.TW,辛耘,0.4,900000
2026-07-28,8358.TW,金居,0.37,1750000
2026-07-28,4966.TW,譜瑞-KY,0.3,800000
2026-07-28,6415.TW,矽力*-KY,0.22,834000
2026-07-28,3008.TW,大立光,0.2,80000
2026-07-28,2049.TW,上銀,0.19,1010000
2026-07-28,6442.TW,光聖,0.18,225000
2026-07-28,2404.TW,漢唐,0.12,180000
2026-07-28,3450.TW,聯鈞,0.08,300000
2026-07-28,3264.TW,欣銓,0.07,600000
2026-07-28,2455.TW,全新,0.07,336000
2026-07-28,6285.TW,啟碁,0.04,250000
