date,symbol,name,weight_percent,shares
2026-08-21,2330.TW,台積電,17.12,12000000
2026-08-21,2383.TW,台光電,5.68,1690000
2026-08-21,3037.TW,欣興,5.43,8460000
2026-08-21,3017.TW,奇鋐,5.09,3000000
2026-08-21,2454.TW,聯發科,4.73,2110000
2026-08-21,2303.TW,聯電,4.14,60000000
2026-08-21,6223.TW,旺矽,3.56,1100000
2026-08-21,3653.TW,健策,3.45,1080000
2026-08-21,2327.TW,國巨*,3.21,9785000
2026-08-21,2308.TW,台達電,3.15,3040000
2026-08-21,2345.TW,智邦,2.78,2307000
2026-08-21,3711.TW,日月光投控,2.78,8000000
2026-08-21,6669.TW,緯穎,2.26,610000
2026-08-21,3008.TW,大立光,2.08,626000
2026-08-21,3189.TW,景碩,2.04,4250000
2026-08-21,3443.TW,創意,2.02,610000
2026-08-21,8046.TW,南電,1.77,2640000
2026-08-21,5274.TW,信驊,1.63,179500
2026-08-21,3665.TW,貿聯-KY,1.62,1200000
2026-08-21,2344.TW,華邦電,1.61,15000000
2026-08-21,6274.TW,台燿,1.59,1800000
2026-08-21,6488.TW,環球晶,1.56,2800000
2026-08-21,2360.TW,致茂,1.24,1000000
2026-08-21,8996.TW,高力,1.03,1600000
2026-08-21,1303.TW,南亞,1.02,9000000
2026-08-21,6239.TW,力成,0.85,5360000
2026-08-21,6805.TW,富世達,0.73,700000
2026-08-21,3450.TW,聯鈞,0.59,1800000
2026-08-21,3533.TW,嘉澤,0.5,525000
2026-08-21,7769.TW,鴻勁,0.49,130000
2026-08-21,2317.TW,鴻海,0.46,3200000
2026-08-21,3211.TW,順達,0.41,2000000
2026-08-21,3583.TW,辛耘,0.33,800000
2026-08-21,2337.TW,旺宏,0.33,4500000
2026-08-21,8358.TW,金居,0.21,800000
2026-08-21,6442.TW,光聖,0.2,225000
2026-08-21,4966.TW,譜瑞-KY,0.17,500000
2026-08-21,2404.TW,漢唐,0.16,250000
2026-08-21,2059.TW,川湖,0.16,20000
2026-08-21,1560.TW,中砂,0.16,393000
2026-08-21,4958.TW,臻鼎-KY,0.13,500000
2026-08-21,1717.TW,長興,0.11,2500000
2026-08-21,3264.TW,欣銓,0.08,700000
2026-08-21,2455.TW,全新,0.05,200000
2026-08-21,6285.TW,啟碁,0.05,350000
2026-08-21,5347.TW,世界,0.0,1000
2026-08-21,6196.TW,帆宣,0.0,1000
2026-08-21,8299.TW,群聯,0.0,1000
2026-08-21,2481.TW,強茂,0.0,1000
2026-08-21,2049.TW,上銀,0.0,1000
