date,symbol,name,weight_percent,shares
2026-06-10,2330.TW,台積電,8.58,1706000
2026-06-10,2383.TW,台光電,6.2,563000
2026-06-10,2345.TW,智邦,5.15,977000
2026-06-10,3665.TW,貿聯-KY,4.59,955000
2026-06-10,8996.TW,高力,4.43,1630000
2026-06-10,3017.TW,奇鋐,4.26,809000
2026-06-10,6223.TW,旺矽,4.19,326000
2026-06-10,2059.TW,川湖,4.16,293000
2026-06-10,3037.TW,欣興,4.13,2097000
2026-06-10,2454.TW,聯發科,3.76,406000
2026-06-10,2368.TW,金像電,2.99,945000
2026-06-10,6584.TW,南俊國際,2.95,2204000
2026-06-10,6187.TW,萬潤,2.9,1220000
2026-06-10,2327.TW,國巨*,2.86,1566000
2026-06-10,3443.TW,創意,2.79,311000
2026-06-10,6515.TW,穎崴,2.63,145000
2026-06-10,6669.TW,緯穎,2.57,228000
2026-06-10,3661.TW,世芯-KY,2.36,262000
2026-06-10,2455.TW,全新,2.18,2753000
2026-06-10,8299.TW,群聯,2.14,445000
2026-06-10,3105.TW,穩懋,2.08,1949000
2026-06-10,3711.TW,日月光投控,1.96,1629000
2026-06-10,3653.TW,健策,1.81,214000
2026-06-10,2308.TW,台達電,1.69,344000
2026-06-10,6274.TW,台燿,1.47,441000
2026-06-10,7769.TW,鴻勁,1.39,91000
2026-06-10,8046.TW,南電,1.36,718000
2026-06-10,7751.TW,竑騰,1.16,375000
2026-06-10,3008.TW,大立光,1.15,125000
2026-06-10,5274.TW,信驊,1.09,29000
2026-06-10,3583.TW,辛耘,0.99,566000
2026-06-10,2360.TW,致茂,0.99,200000
2026-06-10,3189.TW,景碩,0.65,440013
2026-06-10,8021.TW,尖點,0.62,501000
2026-06-10,3363.TW,上詮,0.5,300000
2026-06-10,6805.TW,富世達,0.43,109000
2026-06-10,7734.TW,印能科技,0.41,56000
2026-06-10,6139.TW,亞翔,0.41,250000
2026-06-10,2337.TW,旺宏,0.4,1343000
2026-06-10,5289.TW,宜鼎,0.39,98000
2026-06-10,3260.TW,威剛,0.31,358000
2026-06-10,3491.TW,昇達科,0.0,1000
