date,symbol,name,weight_percent,shares
2026-06-09,2330.TW,台積電,8.28,1706000
2026-06-09,2383.TW,台光電,6.01,563000
2026-06-09,2345.TW,智邦,5.09,977000
2026-06-09,8996.TW,高力,4.57,1630000
2026-06-09,3017.TW,奇鋐,4.34,809000
2026-06-09,3665.TW,貿聯-KY,4.34,955000
2026-06-09,3037.TW,欣興,4.28,2097000
2026-06-09,2059.TW,川湖,4.19,293000
2026-06-09,6223.TW,旺矽,4.04,326000
2026-06-09,2454.TW,聯發科,3.83,406000
2026-06-09,6669.TW,緯穎,3.56,319000
2026-06-09,6584.TW,南俊國際,3.1,2204000
2026-06-09,2368.TW,金像電,2.98,945000
2026-06-09,6187.TW,萬潤,2.9,1220000
2026-06-09,3443.TW,創意,2.82,311000
2026-06-09,2327.TW,國巨*,2.72,1566000
2026-06-09,6515.TW,穎崴,2.63,145000
2026-06-09,3661.TW,世芯-KY,2.35,262000
2026-06-09,2455.TW,全新,2.29,2753000
2026-06-09,8299.TW,群聯,2.21,445000
2026-06-09,3105.TW,穩懋,2.04,1949000
2026-06-09,3711.TW,日月光投控,1.95,1629000
2026-06-09,3653.TW,健策,1.77,214000
2026-06-09,2308.TW,台達電,1.75,344000
2026-06-09,6274.TW,台燿,1.5,441000
2026-06-09,8046.TW,南電,1.38,718000
2026-06-09,7769.TW,鴻勁,1.33,91000
2026-06-09,7751.TW,竑騰,1.17,375000
2026-06-09,5274.TW,信驊,1.09,29000
2026-06-09,3583.TW,辛耘,1.03,566000
2026-06-09,3008.TW,大立光,1.02,125000
2026-06-09,2360.TW,致茂,1.01,200000
2026-06-09,6510.TW,精測,0.92,129000
2026-06-09,3189.TW,景碩,0.66,440013
2026-06-09,8021.TW,尖點,0.53,501000
2026-06-09,3363.TW,上詮,0.52,300000
2026-06-09,4991.TW,環宇-KY,0.5,394000
2026-06-09,6805.TW,富世達,0.45,109000
2026-06-09,5289.TW,宜鼎,0.41,98000
2026-06-09,2337.TW,旺宏,0.41,1343000
2026-06-09,6139.TW,亞翔,0.39,250000
2026-06-09,7734.TW,印能科技,0.38,56000
2026-06-09,3260.TW,威剛,0.32,358000
2026-06-09,3491.TW,昇達科,0.0,1000
