date,symbol,name,weight_percent,shares
2026-06-22,2330.TW,台積電,7.4,1406000
2026-06-22,2383.TW,台光電,6.88,563000
2026-06-22,2345.TW,智邦,5.32,977000
2026-06-22,8996.TW,高力,5.32,1630000
2026-06-22,3017.TW,奇鋐,5.12,1009000
2026-06-22,2059.TW,川湖,4.64,293000
2026-06-22,3037.TW,欣興,4.42,2097000
2026-06-22,6223.TW,旺矽,4.39,326000
2026-06-22,3008.TW,大立光,4.13,380000
2026-06-22,3665.TW,貿聯-KY,3.99,955000
2026-06-22,2454.TW,聯發科,3.8,406000
2026-06-22,2327.TW,國巨*,3.5,1566000
2026-06-22,6187.TW,萬潤,3.23,1220000
2026-06-22,3443.TW,創意,3.1,311000
2026-06-22,6584.TW,南俊國際,3.05,2204000
2026-06-22,6515.TW,穎崴,2.88,145000
2026-06-22,2368.TW,金像電,2.77,945000
2026-06-22,8299.TW,群聯,2.41,445000
2026-06-22,3661.TW,世芯-KY,2.38,262000
2026-06-22,2455.TW,全新,2.37,2753000
2026-06-22,3711.TW,日月光投控,2.3,1629000
2026-06-22,3105.TW,穩懋,2.21,1949000
2026-06-22,8021.TW,尖點,1.83,1501000
2026-06-22,3653.TW,健策,1.72,214000
2026-06-22,2308.TW,台達電,1.55,344000
2026-06-22,7751.TW,竑騰,1.17,375000
2026-06-22,3583.TW,辛耘,1.06,566000
2026-06-22,3189.TW,景碩,0.73,440013
2026-06-22,2303.TW,聯電,0.67,2000000
2026-06-22,2337.TW,旺宏,0.52,1343000
2026-06-22,3363.TW,上詮,0.45,300000
2026-06-22,6805.TW,富世達,0.42,109000
2026-06-22,7734.TW,印能科技,0.42,56000
2026-06-22,6139.TW,亞翔,0.42,250000
2026-06-22,5289.TW,宜鼎,0.41,98000
2026-06-22,3260.TW,威剛,0.33,358000
2026-06-22,2360.TW,致茂,0.24,50000
2026-06-22,3264.TW,欣銓,0.04,72000
2026-06-22,7769.TW,鴻勁,0.01,1000
2026-06-22,3491.TW,昇達科,0.0,1000
