date,symbol,name,weight_percent,shares
2026-06-17,2330.TW,台積電,8.68,1706000
2026-06-17,2383.TW,台光電,6.24,563000
2026-06-17,8996.TW,高力,5.27,1630000
2026-06-17,2345.TW,智邦,5.2,977000
2026-06-17,3017.TW,奇鋐,5.09,1009000
2026-06-17,6223.TW,旺矽,4.46,326000
2026-06-17,3037.TW,欣興,4.42,2097000
2026-06-17,3665.TW,貿聯-KY,4.26,955000
2026-06-17,2059.TW,川湖,4.14,293000
2026-06-17,2454.TW,聯發科,3.86,406000
2026-06-17,3443.TW,創意,3.37,311000
2026-06-17,2327.TW,國巨*,3.29,1566000
2026-06-17,6187.TW,萬潤,3.0,1220000
2026-06-17,6515.TW,穎崴,2.92,145000
2026-06-17,6584.TW,南俊國際,2.88,2204000
2026-06-17,3008.TW,大立光,2.85,260000
2026-06-17,2368.TW,金像電,2.76,945000
2026-06-17,2455.TW,全新,2.51,2753000
2026-06-17,3661.TW,世芯-KY,2.41,262000
2026-06-17,8299.TW,群聯,2.21,445000
2026-06-17,3105.TW,穩懋,2.16,1949000
2026-06-17,3711.TW,日月光投控,2.07,1629000
2026-06-17,3653.TW,健策,1.82,214000
2026-06-17,8021.TW,尖點,1.73,1501000
2026-06-17,2308.TW,台達電,1.58,344000
2026-06-17,7769.TW,鴻勁,1.42,91000
2026-06-17,7751.TW,竑騰,1.16,375000
2026-06-17,3583.TW,辛耘,1.0,566000
2026-06-17,3189.TW,景碩,0.66,440013
2026-06-17,2303.TW,聯電,0.6,2000000
2026-06-17,2337.TW,旺宏,0.46,1343000
2026-06-17,3363.TW,上詮,0.44,300000
2026-06-17,6139.TW,亞翔,0.43,250000
2026-06-17,6805.TW,富世達,0.4,109000
2026-06-17,7734.TW,印能科技,0.4,56000
2026-06-17,5289.TW,宜鼎,0.39,98000
2026-06-17,3260.TW,威剛,0.32,358000
2026-06-17,2360.TW,致茂,0.24,50000
2026-06-17,3264.TW,欣銓,0.03,72000
2026-06-17,3491.TW,昇達科,0.0,1000
