date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-06-30,2059.TW,川湖,310000,310000,0,3.3,3.24,unchanged
2026-06-30,2303.TW,聯電,13000000,14000000,1000000,3.19,3.27,increased
2026-06-30,2308.TW,台達電,9000,9000,0,0.03,0.03,unchanged
2026-06-30,2327.TW,國巨*,6150000,6150000,0,9.57,9.96,unchanged
2026-06-30,2330.TW,台積電,3400000,3400000,0,12.06,11.64,unchanged
2026-06-30,2344.TW,華邦電,8000000,8000000,0,2.43,2.36,unchanged
2026-06-30,2345.TW,智邦,970000,1000000,30000,3.4,3.54,increased
2026-06-30,2368.TW,金像電,9000,9000,0,0.02,0.02,unchanged
2026-06-30,2383.TW,台光電,850000,850000,0,6.93,6.51,unchanged
2026-06-30,2404.TW,漢唐,650000,650000,0,1.32,1.22,unchanged
2026-06-30,2408.TW,南亞科,9000000,9000000,0,6.1,5.78,unchanged
2026-06-30,2454.TW,聯發科,850000,850000,0,4.97,5.12,unchanged
2026-06-30,2492.TW,華新科,3200000,3200000,0,2.46,2.57,unchanged
2026-06-30,3017.TW,奇鋐,9000,9000,0,0.03,0.03,unchanged
2026-06-30,3037.TW,欣興,3600000,3600000,0,5.26,5.47,unchanged
2026-06-30,3189.TW,景碩,2650000,2650000,0,3.21,3.35,unchanged
2026-06-30,3665.TW,貿聯-KY,450000,450000,0,1.27,1.22,unchanged
2026-06-30,3711.TW,日月光投控,2700000,2700000,0,2.53,2.61,unchanged
2026-06-30,4958.TW,臻鼎-KY,1500000,1500000,0,1.29,1.34,unchanged
2026-06-30,5274.TW,信驊,120000,120000,0,2.73,2.81,unchanged
2026-06-30,6223.TW,旺矽,430000,430000,0,3.9,3.72,unchanged
2026-06-30,6274.TW,台燿,1700000,1800000,100000,3.96,4.29,increased
2026-06-30,6515.TW,穎崴,200000,200000,0,2.4,2.3,unchanged
2026-06-30,6669.TW,緯穎,185000,185000,0,1.27,1.22,unchanged
2026-06-30,7769.TW,鴻勁,300000,300000,0,2.87,2.76,unchanged
2026-06-30,8046.TW,南電,2100000,2100000,0,3.39,3.53,unchanged
2026-06-30,8210.TW,勤誠,690000,690000,0,1.25,1.26,unchanged
2026-06-30,8299.TW,群聯,1500000,1500000,0,5.25,5.08,unchanged
2026-06-30,8996.TW,高力,620000,620000,0,1.37,1.37,unchanged
