date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-06-11,1303.TW,南亞,1000,1000,0,0.0,0.0,unchanged
2026-06-11,1519.TW,華城,1000,1000,0,0.0,0.0,unchanged
2026-06-11,2059.TW,川湖,215000,235000,20000,2.42,2.61,increased
2026-06-11,2308.TW,台達電,920000,920000,0,3.58,3.45,unchanged
2026-06-11,2313.TW,華通,9000,9000,0,0.0,0.0,unchanged
2026-06-11,2317.TW,鴻海,9000,9000,0,0.0,0.0,unchanged
2026-06-11,2327.TW,國巨*,6000000,6150000,150000,8.69,8.98,increased
2026-06-11,2330.TW,台積電,3650000,3650000,0,14.56,14.24,unchanged
2026-06-11,2337.TW,旺宏,9000,9000,0,0.0,0.0,unchanged
2026-06-11,2344.TW,華邦電,9000,9000,0,0.0,0.0,unchanged
2026-06-11,2345.TW,智邦,900000,900000,0,3.77,3.55,unchanged
2026-06-11,2360.TW,致茂,1000,1000,0,0.0,0.0,unchanged
2026-06-11,2368.TW,金像電,880000,880000,0,2.21,2.05,unchanged
2026-06-11,2382.TW,廣達,9000,9000,0,0.01,0.01,unchanged
2026-06-11,2383.TW,台光電,800000,800000,0,6.99,7.07,unchanged
2026-06-11,2404.TW,漢唐,1000,1000,0,0.0,0.0,unchanged
2026-06-11,2408.TW,南亞科,8000000,8000000,0,4.71,4.72,unchanged
2026-06-11,2412.TW,中華電,1000,1000,0,0.0,0.0,unchanged
2026-06-11,2449.TW,京元電子,9000,9000,0,0.0,0.0,unchanged
2026-06-11,2454.TW,聯發科,680000,710000,30000,5.0,5.03,increased
2026-06-11,2603.TW,長榮,9000,9000,0,0.0,0.0,unchanged
2026-06-11,2881.TW,富邦金,9000,9000,0,0.0,0.0,unchanged
2026-06-11,2882.TW,國泰金,9000,9000,0,0.0,0.0,unchanged
2026-06-11,2885.TW,元大金,9000,9000,0,0.0,0.0,unchanged
2026-06-11,2891.TW,中信金,9000,9000,0,0.0,0.0,unchanged
2026-06-11,3017.TW,奇鋐,900000,900000,0,3.76,3.64,unchanged
2026-06-11,3036.TW,文曄,1000,1000,0,0.0,0.0,unchanged
2026-06-11,3037.TW,欣興,3200000,3200000,0,5.0,4.74,unchanged
2026-06-11,3042.TW,晶技,5200000,5200000,0,1.97,2.12,unchanged
2026-06-11,3044.TW,健鼎,1000,1000,0,0.0,0.0,unchanged
2026-06-11,3045.TW,台灣大,1000,1000,0,0.0,0.0,unchanged
2026-06-11,3189.TW,景碩,2100000,2100000,0,2.45,2.25,unchanged
2026-06-11,3231.TW,緯創,9000,9000,0,0.0,0.0,unchanged
2026-06-11,3324.TW,雙鴻,1000,1000,0,0.0,0.0,unchanged
2026-06-11,3653.TW,健策,1000,1000,0,0.01,0.01,unchanged
2026-06-11,3665.TW,貿聯-KY,550000,550000,0,2.1,2.06,unchanged
2026-06-11,3711.TW,日月光投控,9000,9000,0,0.01,0.01,unchanged
2026-06-11,5274.TW,信驊,110000,110000,0,3.28,3.36,unchanged
2026-06-11,5347.TW,世界,9000,9000,0,0.0,0.0,unchanged
2026-06-11,6223.TW,旺矽,350000,370000,20000,3.57,3.91,increased
2026-06-11,6274.TW,台燿,1280000,1280000,0,3.4,3.27,unchanged
2026-06-11,6510.TW,精測,1000,1000,0,0.01,0.01,unchanged
2026-06-11,6515.TW,穎崴,1000,1000,0,0.01,0.02,unchanged
2026-06-11,6669.TW,緯穎,400000,400000,0,3.58,3.4,unchanged
2026-06-11,6805.TW,富世達,540000,540000,0,1.68,1.64,unchanged
2026-06-11,7769.TW,鴻勁,270000,270000,0,3.27,3.3,unchanged
2026-06-11,8046.TW,南電,1750000,1600000,-150000,2.62,2.24,decreased
2026-06-11,8210.TW,勤誠,800000,800000,0,2.05,2.0,unchanged
2026-06-11,8299.TW,群聯,1430000,1430000,0,5.45,5.45,unchanged
2026-06-11,8996.TW,高力,940000,940000,0,2.03,1.86,unchanged
