date,symbol,name,weight_percent,shares
2026-06-12,2330.TW,台積電,18.16,14200000
2026-06-12,2303.TW,聯電,5.35,72400000
2026-06-12,2327.TW,國巨*,4.69,9900000
2026-06-12,3037.TW,欣興,4.47,8960000
2026-06-12,3017.TW,奇鋐,4.33,3250000
2026-06-12,3711.TW,日月光投控,3.95,12101000
2026-06-12,2344.TW,華邦電,3.62,38000000
2026-06-12,2383.TW,台光電,3.61,1350000
2026-06-12,2368.TW,金像電,3.43,4700000
2026-06-12,6223.TW,旺矽,3.23,900000
2026-06-12,2308.TW,台達電,2.98,2430000
2026-06-12,2454.TW,聯發科,2.78,1200000
2026-06-12,2345.TW,智邦,2.71,2100000
2026-06-12,6669.TW,緯穎,2.12,790000
2026-06-12,4958.TW,臻鼎-KY,1.8,5900000
2026-06-12,3653.TW,健策,1.7,830000
2026-06-12,3533.TW,嘉澤,1.54,1240000
2026-06-12,3665.TW,貿聯-KY,1.39,1090000
2026-06-12,2337.TW,旺宏,1.33,16350000
2026-06-12,6274.TW,台燿,1.2,1520000
2026-06-12,7769.TW,鴻勁,1.11,279000
2026-06-12,2360.TW,致茂,1.07,840000
2026-06-12,6515.TW,穎崴,1.06,200000
2026-06-12,3443.TW,創意,1.04,430000
2026-06-12,5347.TW,世界,0.93,9911000
2026-06-12,8996.TW,高力,0.85,1334000
2026-06-12,6442.TW,光聖,0.85,830000
2026-06-12,6488.TW,環球晶,0.72,1497000
2026-06-12,6147.TW,頎邦,0.69,5600000
2026-06-12,3081.TW,聯亞,0.69,570000
2026-06-12,3529.TW,力旺,0.67,390000
2026-06-12,6805.TW,富世達,0.58,570000
2026-06-12,8210.TW,勤誠,0.56,680000
2026-06-12,8358.TW,金居,0.54,1710000
2026-06-12,8046.TW,南電,0.49,1080000
2026-06-12,3189.TW,景碩,0.47,1380000
2026-06-12,5274.TW,信驊,0.46,45000
2026-06-12,2317.TW,鴻海,0.46,3200000
2026-06-12,8299.TW,群聯,0.45,350000
2026-06-12,1303.TW,南亞,0.41,7000000
2026-06-12,3583.TW,辛耘,0.4,900000
2026-06-12,4966.TW,譜瑞-KY,0.34,900000
2026-06-12,3105.TW,穩懋,0.27,957000
2026-06-12,6196.TW,帆宣,0.26,870000
2026-06-12,4979.TW,華星光,0.25,916000
2026-06-12,1560.TW,中砂,0.22,600000
2026-06-12,2049.TW,上銀,0.18,1010000
2026-06-12,3211.TW,順達,0.16,700000
2026-06-12,2455.TW,全新,0.09,450000
2026-06-12,2481.TW,強茂,0.0,1000
