date,symbol,name,weight_percent,shares
2026-06-30,2330.TW,台積電,18.03,12900000
2026-06-30,2303.TW,聯電,7.15,75000000
2026-06-30,2327.TW,國巨*,6.64,10050000
2026-06-30,3037.TW,欣興,5.56,8960000
2026-06-30,3017.TW,奇鋐,4.95,3380000
2026-06-30,2344.TW,華邦電,4.67,38800000
2026-06-30,2383.TW,台光電,3.75,1200000
2026-06-30,2454.TW,聯發科,3.53,1435000
2026-06-30,6223.TW,旺矽,3.32,940000
2026-06-30,2345.TW,智邦,3.04,2100000
2026-06-30,2308.TW,台達電,2.75,2430000
2026-06-30,4958.TW,臻鼎-KY,2.35,6440000
2026-06-30,6669.TW,緯穎,2.12,790000
2026-06-30,3711.TW,日月光投控,1.97,5000000
2026-06-30,2368.TW,金像電,1.91,2750000
2026-06-30,3189.TW,景碩,1.66,3217000
2026-06-30,6274.TW,台燿,1.66,1700000
2026-06-30,3653.TW,健策,1.65,830000
2026-06-30,3533.TW,嘉澤,1.52,1240000
2026-06-30,8996.TW,高力,1.4,1560000
2026-06-30,3443.TW,創意,1.26,450000
2026-06-30,5347.TW,世界,1.24,9911000
2026-06-30,6488.TW,環球晶,1.17,2000000
2026-06-30,7769.TW,鴻勁,1.05,279000
2026-06-30,6515.TW,穎崴,0.94,200000
2026-06-30,2337.TW,旺宏,0.9,10000000
2026-06-30,1303.TW,南亞,0.73,7550000
2026-06-30,8358.TW,金居,0.68,1950000
2026-06-30,3529.TW,力旺,0.66,390000
2026-06-30,2360.TW,致茂,0.56,450000
2026-06-30,6805.TW,富世達,0.56,570000
2026-06-30,8046.TW,南電,0.55,795000
2026-06-30,2317.TW,鴻海,0.47,3200000
2026-06-30,3583.TW,辛耘,0.47,900000
2026-06-30,6147.TW,頎邦,0.43,3500000
2026-06-30,5274.TW,信驊,0.43,45000
2026-06-30,1560.TW,中砂,0.4,900000
2026-06-30,3211.TW,順達,0.37,1560000
2026-06-30,4966.TW,譜瑞-KY,0.33,900000
2026-06-30,6196.TW,帆宣,0.32,1000000
2026-06-30,6415.TW,矽力*-KY,0.31,900000
2026-06-30,6442.TW,光聖,0.29,300000
2026-06-30,2049.TW,上銀,0.19,1010000
2026-06-30,3665.TW,貿聯-KY,0.18,166000
2026-06-30,6239.TW,力成,0.1,500000
2026-06-30,2455.TW,全新,0.09,450000
2026-06-30,4979.TW,華星光,0.08,300000
