date,symbol,name,weight_percent,shares
2026-06-24,2330.TW,台積電,17.78,12900000
2026-06-24,2303.TW,聯電,7.66,74600000
2026-06-24,2327.TW,國巨*,6.08,10050000
2026-06-24,3037.TW,欣興,4.81,8960000
2026-06-24,3017.TW,奇鋐,4.74,3250000
2026-06-24,2344.TW,華邦電,4.59,38800000
2026-06-24,2383.TW,台光電,4.33,1350000
2026-06-24,6223.TW,旺矽,3.89,940000
2026-06-24,2454.TW,聯發科,3.55,1435000
2026-06-24,2368.TW,金像電,3.04,4200000
2026-06-24,2345.TW,智邦,2.88,2100000
2026-06-24,2308.TW,台達電,2.8,2430000
2026-06-24,4958.TW,臻鼎-KY,2.18,6440000
2026-06-24,6669.TW,緯穎,2.1,790000
2026-06-24,3653.TW,健策,1.74,830000
2026-06-24,6274.TW,台燿,1.73,1700000
2026-06-24,3711.TW,日月光投控,1.69,4500000
2026-06-24,2337.TW,旺宏,1.62,16350000
2026-06-24,3533.TW,嘉澤,1.6,1240000
2026-06-24,8996.TW,高力,1.3,1560000
2026-06-24,3443.TW,創意,1.21,430000
2026-06-24,5347.TW,世界,1.14,9911000
2026-06-24,6488.TW,環球晶,1.11,2000000
2026-06-24,6515.TW,穎崴,1.1,200000
2026-06-24,7769.TW,鴻勁,1.09,279000
2026-06-24,6147.TW,頎邦,0.86,6000000
2026-06-24,3189.TW,景碩,0.77,1800000
2026-06-24,8358.TW,金居,0.72,1950000
2026-06-24,3529.TW,力旺,0.71,390000
2026-06-24,1303.TW,南亞,0.68,7550000
2026-06-24,6442.TW,光聖,0.64,570000
2026-06-24,6805.TW,富世達,0.59,570000
2026-06-24,3665.TW,貿聯-KY,0.58,500000
2026-06-24,2360.TW,致茂,0.56,450000
2026-06-24,5274.TW,信驊,0.48,45000
2026-06-24,2317.TW,鴻海,0.47,3200000
2026-06-24,3583.TW,辛耘,0.45,900000
2026-06-24,8046.TW,南電,0.44,795000
2026-06-24,3211.TW,順達,0.38,1560000
2026-06-24,1560.TW,中砂,0.35,800000
2026-06-24,4966.TW,譜瑞-KY,0.34,900000
2026-06-24,6196.TW,帆宣,0.31,1000000
2026-06-24,6415.TW,矽力*-KY,0.31,900000
2026-06-24,3081.TW,聯亞,0.2,160000
2026-06-24,2049.TW,上銀,0.19,1010000
2026-06-24,4979.TW,華星光,0.17,600000
2026-06-24,2455.TW,全新,0.1,450000
