date,symbol,name,weight_percent,shares
2026-06-30,2330.TW,台積電,11.64,3400000
2026-06-30,2327.TW,國巨*,9.96,6150000
2026-06-30,2383.TW,台光電,6.51,850000
2026-06-30,2408.TW,南亞科,5.78,9000000
2026-06-30,3037.TW,欣興,5.47,3600000
2026-06-30,2454.TW,聯發科,5.12,850000
2026-06-30,8299.TW,群聯,5.08,1500000
2026-06-30,6274.TW,台燿,4.29,1800000
2026-06-30,6223.TW,旺矽,3.72,430000
2026-06-30,2345.TW,智邦,3.54,1000000
2026-06-30,8046.TW,南電,3.53,2100000
2026-06-30,3189.TW,景碩,3.35,2650000
2026-06-30,2303.TW,聯電,3.27,14000000
2026-06-30,2059.TW,川湖,3.24,310000
2026-06-30,5274.TW,信驊,2.81,120000
2026-06-30,7769.TW,鴻勁,2.76,300000
2026-06-30,3711.TW,日月光投控,2.61,2700000
2026-06-30,2492.TW,華新科,2.57,3200000
2026-06-30,2344.TW,華邦電,2.36,8000000
2026-06-30,6515.TW,穎崴,2.3,200000
2026-06-30,8996.TW,高力,1.37,620000
2026-06-30,4958.TW,臻鼎-KY,1.34,1500000
2026-06-30,8210.TW,勤誠,1.26,690000
2026-06-30,3665.TW,貿聯-KY,1.22,450000
2026-06-30,2404.TW,漢唐,1.22,650000
2026-06-30,6669.TW,緯穎,1.22,185000
2026-06-30,3017.TW,奇鋐,0.03,9000
2026-06-30,2308.TW,台達電,0.03,9000
2026-06-30,2368.TW,金像電,0.02,9000
