date,symbol,name,weight_percent,shares
2026-09-21,2330.TW,台積電,10.29,11864000
2026-09-21,2454.TW,聯發科,9.08,5186000
2026-09-21,2383.TW,台光電,8.13,4750000
2026-09-21,3037.TW,欣興,7.24,20300000
2026-09-21,3017.TW,奇鋐,7.1,5949000
2026-09-21,3653.TW,健策,5.09,2512000
2026-09-21,2303.TW,聯電,4.89,89118000
2026-09-21,6223.TW,旺矽,4.89,2544000
2026-09-21,2327.TW,國巨*,4.87,24987000
2026-09-21,2308.TW,台達電,4.75,7240000
2026-09-21,6669.TW,緯穎,4.25,5656561
2026-09-21,2345.TW,智邦,4.16,6464000
2026-09-21,3711.TW,日月光投控,3.9,16811000
2026-09-21,3665.TW,貿聯-KY,3.44,4280848
2026-09-21,8046.TW,南電,3.35,9037000
2026-09-21,6274.TW,台燿,2.78,5546000
2026-09-21,6805.TW,"台指期貨 2026/10(FITXN*1.TF)2.28679
			
				富世達",1.5,1773000
2026-09-21,5274.TW,信驊,1.44,207900
2026-09-21,2449.TW,京元電子,1.39,13138450
2026-09-21,3443.TW,創意,1.1,413000
2026-09-21,3264.TW,欣銓,0.66,6628000
2026-09-21,6510.TW,精測,0.54,446000
2026-09-21,4958.TW,臻鼎-KY,0.45,2712000
2026-09-21,2368.TW,金像電,0.45,1234000
2026-09-21,8210.TW,勤誠,0.36,1159000
2026-09-21,8996.TW,高力,0.26,485000
2026-09-21,6278.TW,台表科,0.22,3248000
2026-09-21,6515.TW,穎崴,0.19,95000
2026-09-21,6271.TW,同欣電,0.18,2222000
2026-09-21,6191.TW,精成科,0.12,3988000
2026-09-21,3376.TW,新日興,0.11,1740000
2026-09-21,2313.TW,華通,0.04,501000
2026-09-21,2002.TW,中鋼,0.03,5163000
2026-09-21,1590.TW,亞德客-KY,0.0,1000
2026-09-21,2360.TW,致茂,0.0,1000
2026-09-21,2317.TW,鴻海,0.0,1000
2026-09-21,2382.TW,廣達,0.0,1000
2026-09-21,2408.TW,南亞科,0.0,1000
2026-09-21,2439.TW,美律,0.0,1000
2026-09-21,2481.TW,強茂,0.0,5000
2026-09-21,2637.TW,慧洋-KY,0.0,1000
2026-09-21,3008.TW,大立光,0.0,1000
2026-09-21,3661.TW,世芯-KY,0.0,1000
2026-09-21,5347.TW,世界,0.0,1000
2026-09-21,6187.TW,萬潤,0.0,1000
2026-09-21,4966.TW,譜瑞-KY,0.0,1000
2026-09-21,4979.TW,華星光,0.0,1000
2026-09-21,6488.TW,環球晶,0.0,1000
2026-09-21,8358.TW,金居,0.0,1000
2026-09-21,8150.TW,南茂,0.0,1000
