date,symbol,name,weight_percent,shares
2026-07-23,2330.TW,台積電,10.17,11840000
2026-07-23,2383.TW,台光電,8.47,4653000
2026-07-23,2454.TW,聯發科,7.1,5131000
2026-07-23,2327.TW,國巨*,6.24,25098000
2026-07-23,6223.TW,旺矽,5.45,2443000
2026-07-23,3037.TW,欣興,5.43,16971000
2026-07-23,2345.TW,智邦,5.26,6334000
2026-07-23,3017.TW,奇鋐,4.73,5423000
2026-07-23,6669.TW,緯穎,4.72,2417000
2026-07-23,2303.TW,聯電,4.28,86550000
2026-07-23,8046.TW,南電,4.18,9519000
2026-07-23,3665.TW,貿聯-KY,3.95,4833848
2026-07-23,3711.TW,日月光投控,3.79,16327000
2026-07-23,2308.TW,台達電,3.74,5567000
2026-07-23,3653.TW,健策,3.0,2267000
2026-07-23,2368.TW,金像電,2.51,7478000
2026-07-23,5274.TW,信驊,2.49,448900
2026-07-23,6274.TW,台燿,2.46,5160000
2026-07-23,6805.TW,富世達,1.0,1931000
2026-07-23,8210.TW,勤誠,0.96,2267000
2026-07-23,2449.TW,京元電子,0.72,7089000
2026-07-23,6187.TW,萬潤,0.49,1334000
2026-07-23,6510.TW,精測,0.34,349000
2026-07-23,6147.TW,頎邦,0.3,4706000
2026-07-23,4958.TW,臻鼎-KY,0.3,1682000
2026-07-23,1590.TW,亞德客-KY,0.27,528000
2026-07-23,6278.TW,台表科,0.26,4334000
2026-07-23,5439.TW,高技,0.24,2646000
2026-07-23,6515.TW,穎崴,0.22,93000
2026-07-23,6271.TW,同欣電,0.21,2966000
2026-07-23,2408.TW,南亞科,0.14,940000
2026-07-23,6191.TW,精成科,0.13,3988000
2026-07-23,3264.TW,欣銓,0.12,1508000
2026-07-23,3376.TW,新日興,0.12,1741000
2026-07-23,2002.TW,中鋼,0.04,5163000
2026-07-23,4966.TW,譜瑞-KY,0.03,140000
