date,symbol,name,weight_percent,shares
2026-09-09,2330.TW,台積電,10.25,11864000
2026-09-09,2383.TW,台光電,8.95,4750000
2026-09-09,2454.TW,聯發科,8.41,5186000
2026-09-09,3037.TW,欣興,7.07,20300000
2026-09-09,3017.TW,奇鋐,7.05,5949000
2026-09-09,6669.TW,緯穎,5.29,6490561
2026-09-09,6223.TW,旺矽,5.01,2546000
2026-09-09,2327.TW,國巨*,4.95,24987000
2026-09-09,3653.TW,健策,4.94,2447000
2026-09-09,2345.TW,智邦,4.57,6464000
2026-09-09,2308.TW,台達電,4.55,7240000
2026-09-09,2303.TW,聯電,4.42,89118000
2026-09-09,3711.TW,日月光投控,3.77,16811000
2026-09-09,8046.TW,南電,3.67,9426000
2026-09-09,3665.TW,貿聯-KY,2.96,4280848
2026-09-09,6274.TW,台燿,2.54,5398000
2026-09-09,6805.TW,"台指期貨 2026/09(FITXN*1.TF)2.25679
			
				富世達",1.39,1731000
2026-09-09,5274.TW,信驊,1.36,207900
2026-09-09,2449.TW,京元電子,1.21,12818450
2026-09-09,6510.TW,精測,0.81,637000
2026-09-09,3443.TW,創意,0.77,372000
2026-09-09,8210.TW,勤誠,0.61,1902000
2026-09-09,4958.TW,臻鼎-KY,0.48,2712000
2026-09-09,3264.TW,欣銓,0.41,5028000
2026-09-09,8996.TW,高力,0.35,745000
2026-09-09,6515.TW,穎崴,0.24,95000
2026-09-09,6278.TW,台表科,0.22,3248000
2026-09-09,4979.TW,華星光,0.2,924000
2026-09-09,6271.TW,同欣電,0.18,2222000
2026-09-09,3376.TW,新日興,0.13,1740000
2026-09-09,6191.TW,精成科,0.12,3988000
2026-09-09,2368.TW,金像電,0.08,219000
2026-09-09,2313.TW,華通,0.04,501000
2026-09-09,2002.TW,中鋼,0.03,5163000
2026-09-09,1590.TW,亞德客-KY,0.0,1000
2026-09-09,2317.TW,鴻海,0.0,1000
2026-09-09,2360.TW,致茂,0.0,1000
2026-09-09,2382.TW,廣達,0.0,1000
2026-09-09,2408.TW,南亞科,0.0,1000
2026-09-09,2439.TW,美律,0.0,1000
2026-09-09,2481.TW,強茂,0.0,5000
2026-09-09,2637.TW,慧洋-KY,0.0,1000
2026-09-09,3008.TW,大立光,0.0,1000
2026-09-09,4966.TW,譜瑞-KY,0.0,1000
2026-09-09,5347.TW,世界,0.0,1000
2026-09-09,6187.TW,萬潤,0.0,1000
2026-09-09,3661.TW,世芯-KY,0.0,1000
2026-09-09,6488.TW,環球晶,0.0,1000
2026-09-09,8150.TW,南茂,0.0,1000
2026-09-09,8358.TW,金居,0.0,1000
