date,symbol,name,weight_percent,shares
2026-07-27,2330.TW,台積電,10.39,11840000
2026-07-27,2383.TW,台光電,8.37,4653000
2026-07-27,2454.TW,聯發科,7.05,5131000
2026-07-27,2327.TW,國巨*,5.86,25098000
2026-07-27,3037.TW,欣興,5.37,16971000
2026-07-27,2345.TW,智邦,5.3,6334000
2026-07-27,6223.TW,旺矽,5.22,2443000
2026-07-27,6669.TW,緯穎,5.19,2417000
2026-07-27,3017.TW,奇鋐,4.86,5423000
2026-07-27,2303.TW,聯電,4.07,86550000
2026-07-27,3665.TW,貿聯-KY,3.88,4833848
2026-07-27,8046.TW,南電,3.82,9519000
2026-07-27,3711.TW,日月光投控,3.71,16327000
2026-07-27,2308.TW,台達電,3.65,5567000
2026-07-27,3653.TW,健策,2.98,2267000
2026-07-27,2368.TW,金像電,2.5,7478000
2026-07-27,5274.TW,信驊,2.46,448900
2026-07-27,6274.TW,台燿,2.42,5160000
2026-07-27,6805.TW,富世達,1.05,1931000
2026-07-27,8210.TW,勤誠,0.95,2267000
2026-07-27,2449.TW,京元電子,0.73,7089000
2026-07-27,6187.TW,萬潤,0.52,1334000
2026-07-27,6510.TW,精測,0.35,349000
2026-07-27,4979.TW,華星光,0.31,1874000
2026-07-27,4958.TW,臻鼎-KY,0.3,1682000
2026-07-27,1590.TW,亞德客-KY,0.28,528000
2026-07-27,6147.TW,頎邦,0.27,4706000
2026-07-27,6278.TW,台表科,0.25,4334000
2026-07-27,6515.TW,穎崴,0.22,93000
2026-07-27,6271.TW,同欣電,0.2,2966000
2026-07-27,5439.TW,高技,0.2,2280000
2026-07-27,2408.TW,南亞科,0.15,940000
2026-07-27,6191.TW,精成科,0.13,3988000
2026-07-27,3264.TW,欣銓,0.12,1508000
2026-07-27,3376.TW,新日興,0.12,1741000
2026-07-27,2002.TW,中鋼,0.04,5163000
2026-07-27,4966.TW,譜瑞-KY,0.03,140000
