date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-05-21,1319.TW,東陽,511000,511000,0,0.02,0.02,unchanged
2026-05-21,1590.TW,亞德客-KY,530000,530000,0,0.3,0.29,unchanged
2026-05-21,1815.TW,富喬,107000,107000,0,0.0,0.0,unchanged
2026-05-21,2002.TW,中鋼,5163000,5163000,0,0.04,0.04,unchanged
2026-05-21,2303.TW,聯電,66190000,66190000,0,2.89,2.93,unchanged
2026-05-21,2308.TW,台達電,6572000,6572000,0,5.08,5.09,unchanged
2026-05-21,2313.TW,華通,4124000,4124000,0,0.42,0.41,unchanged
2026-05-21,2317.TW,鴻海,1000,1000,0,0.0,0.0,unchanged
2026-05-21,2327.TW,國巨*,18313000,18313000,0,3.84,4.0,unchanged
2026-05-21,2330.TW,台積電,11657000,11657000,0,10.28,9.93,unchanged
2026-05-21,2345.TW,智邦,6231000,6231000,0,5.92,5.9,unchanged
2026-05-21,2357.TW,華碩,1622000,273000,-1349000,0.42,0.07,decreased
2026-05-21,2368.TW,金像電,7018000,7018000,0,3.5,3.44,unchanged
2026-05-21,2383.TW,台光電,4723000,4723000,0,8.38,8.46,unchanged
2026-05-21,2404.TW,漢唐,1394000,1394000,0,0.58,0.59,unchanged
2026-05-21,2439.TW,美律,18000,18000,0,0.0,0.0,unchanged
2026-05-21,2449.TW,京元電子,12919000,12919000,0,1.45,1.41,unchanged
2026-05-21,2454.TW,聯發科,4263000,4263000,0,5.56,5.78,unchanged
2026-05-21,2481.TW,強茂,2056000,2056000,0,0.11,0.1,unchanged
2026-05-21,3008.TW,大立光,329000,329000,0,0.42,0.43,unchanged
2026-05-21,3017.TW,奇鋐,4925000,4925000,0,4.65,4.69,unchanged
2026-05-21,3036.TW,文曄,1200000,1200000,0,0.14,0.13,unchanged
2026-05-21,3037.TW,欣興,10822000,10822000,0,3.59,3.74,unchanged
2026-05-21,3217.TW,優群,874000,874000,0,0.07,0.07,unchanged
2026-05-21,3264.TW,欣銓,6217000,6217000,0,0.52,0.52,unchanged
2026-05-21,3376.TW,新日興,1741000,1741000,0,0.14,0.14,unchanged
2026-05-21,3443.TW,創意,96000,96000,0,0.18,0.19,unchanged
2026-05-21,3533.TW,嘉澤,624000,772000,148000,0.59,0.74,increased
2026-05-21,3653.TW,健策,2267000,2267000,0,2.77,2.88,unchanged
2026-05-21,3661.TW,世芯-KY,1000,1000,0,0.0,0.0,unchanged
2026-05-21,3665.TW,貿聯-KY,4703848,4703848,0,3.73,3.87,unchanged
2026-05-21,3711.TW,日月光投控,14998000,14998000,0,2.88,2.92,unchanged
2026-05-21,4966.TW,譜瑞-KY,1036000,1036000,0,0.32,0.31,unchanged
2026-05-21,5274.TW,信驊,422000,422000,0,2.65,2.65,unchanged
2026-05-21,5347.TW,世界,1000,1000,0,0.0,0.0,unchanged
2026-05-21,5439.TW,高技,3528000,3528000,0,0.52,0.51,unchanged
2026-05-21,6147.TW,頎邦,3201000,3201000,0,0.28,0.27,unchanged
2026-05-21,6187.TW,萬潤,1224000,1224000,0,0.54,0.51,unchanged
2026-05-21,6191.TW,精成科,3988000,3988000,0,0.15,0.15,unchanged
2026-05-21,6223.TW,旺矽,2169000,2169000,0,4.97,4.68,unchanged
2026-05-21,6271.TW,同欣電,0,686000,686000,,0.05,added
2026-05-21,6274.TW,台燿,4151000,4151000,0,2.02,2.1,unchanged
2026-05-21,6278.TW,台表科,3734000,3734000,0,0.31,0.32,unchanged
2026-05-21,6415.TW,矽力*-KY,1038000,1038000,0,0.21,0.22,unchanged
2026-05-21,6510.TW,精測,930000,930000,0,1.27,1.19,unchanged
2026-05-21,6515.TW,穎崴,442000,442000,0,1.62,1.6,unchanged
2026-05-21,6669.TW,緯穎,2294000,2344000,50000,4.55,4.78,increased
2026-05-21,6805.TW,富世達,1761000,1761000,0,1.22,1.22,unchanged
2026-05-21,8046.TW,南電,12658000,12658000,0,4.23,4.21,unchanged
2026-05-21,8150.TW,南茂,11334000,11334000,0,0.34,0.33,unchanged
2026-05-21,8210.TW,勤誠,1967000,1967000,0,1.02,1.0,unchanged
2026-05-21,8358.TW,金居,1980000,1980000,0,0.37,0.38,unchanged
2026-05-21,8996.TW,高力,1034000,1034000,0,0.41,0.42,unchanged
