date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-05-26,1319.TW,東陽,511000,511000,0,0.01,0.01,unchanged
2026-05-26,1590.TW,亞德客-KY,530000,530000,0,0.27,0.27,unchanged
2026-05-26,1815.TW,富喬,107000,107000,0,0.0,0.0,unchanged
2026-05-26,2002.TW,中鋼,5163000,5163000,0,0.04,0.04,unchanged
2026-05-26,2303.TW,聯電,66190000,66190000,0,2.9,3.02,unchanged
2026-05-26,2308.TW,台達電,6572000,6572000,0,5.28,5.39,unchanged
2026-05-26,2313.TW,華通,4124000,1649000,-2475000,0.43,0.16,decreased
2026-05-26,2317.TW,鴻海,1000,1000,0,0.0,0.0,unchanged
2026-05-26,2327.TW,國巨*,18313000,18313000,0,4.44,4.23,unchanged
2026-05-26,2330.TW,台積電,11657000,11657000,0,9.44,9.24,unchanged
2026-05-26,2345.TW,智邦,6231000,6231000,0,5.55,5.7,unchanged
2026-05-26,2357.TW,華碩,273000,1000,-272000,0.07,0.0,decreased
2026-05-26,2368.TW,金像電,7669000,7669000,0,3.83,3.87,unchanged
2026-05-26,2383.TW,台光電,4723000,4723000,0,9.12,8.72,unchanged
2026-05-26,2404.TW,漢唐,1715000,1715000,0,0.75,0.76,unchanged
2026-05-26,2439.TW,美律,18000,18000,0,0.0,0.0,unchanged
2026-05-26,2449.TW,京元電子,12919000,12919000,0,1.44,1.53,unchanged
2026-05-26,2454.TW,聯發科,4263000,4263000,0,6.35,6.35,unchanged
2026-05-26,2481.TW,強茂,2056000,2056000,0,0.1,0.11,unchanged
2026-05-26,3008.TW,大立光,329000,329000,0,0.44,0.42,unchanged
2026-05-26,3017.TW,奇鋐,5041000,5141000,100000,4.55,4.89,increased
2026-05-26,3037.TW,欣興,10822000,12076000,1254000,3.76,4.57,increased
2026-05-26,3217.TW,優群,382000,0,-382000,0.03,,removed
2026-05-26,3264.TW,欣銓,6217000,6217000,0,0.49,0.5,unchanged
2026-05-26,3376.TW,新日興,1741000,1741000,0,0.13,0.13,unchanged
2026-05-26,3443.TW,創意,96000,96000,0,0.18,0.18,unchanged
2026-05-26,3533.TW,嘉澤,772000,772000,0,0.7,0.71,unchanged
2026-05-26,3653.TW,健策,2267000,2267000,0,3.0,2.9,unchanged
2026-05-26,3661.TW,世芯-KY,1000,1000,0,0.0,0.0,unchanged
2026-05-26,3665.TW,貿聯-KY,4703848,4703848,0,3.93,3.72,unchanged
2026-05-26,3711.TW,日月光投控,14998000,15640000,642000,3.25,3.34,increased
2026-05-26,4966.TW,譜瑞-KY,1036000,1036000,0,0.3,0.29,unchanged
2026-05-26,5274.TW,信驊,422000,422000,0,2.62,2.54,unchanged
2026-05-26,5347.TW,世界,1000,1000,0,0.0,0.0,unchanged
2026-05-26,5439.TW,高技,3528000,3528000,0,0.48,0.48,unchanged
2026-05-26,6147.TW,頎邦,3201000,3201000,0,0.27,0.29,unchanged
2026-05-26,6187.TW,萬潤,1224000,1224000,0,0.52,0.49,unchanged
2026-05-26,6191.TW,精成科,3988000,3988000,0,0.14,0.13,unchanged
2026-05-26,6223.TW,旺矽,2169000,2169000,0,4.72,4.73,unchanged
2026-05-26,6271.TW,同欣電,686000,686000,0,0.06,0.06,unchanged
2026-05-26,6274.TW,台燿,4151000,4151000,0,2.33,2.29,unchanged
2026-05-26,6278.TW,台表科,3734000,3734000,0,0.31,0.32,unchanged
2026-05-26,6415.TW,矽力*-KY,1038000,1038000,0,0.23,0.23,unchanged
2026-05-26,6510.TW,精測,930000,930000,0,1.13,1.11,unchanged
2026-05-26,6515.TW,穎崴,442000,442000,0,1.37,1.37,unchanged
2026-05-26,6669.TW,緯穎,2344000,2344000,0,4.61,4.32,unchanged
2026-05-26,6805.TW,富世達,1761000,1761000,0,1.08,1.1,unchanged
2026-05-26,8046.TW,南電,11398000,11398000,0,3.53,3.67,unchanged
2026-05-26,8150.TW,南茂,11334000,11334000,0,0.35,0.34,unchanged
2026-05-26,8210.TW,勤誠,1967000,2167000,200000,0.99,1.09,increased
2026-05-26,8358.TW,金居,1980000,1980000,0,0.38,0.37,unchanged
2026-05-26,8996.TW,高力,1034000,1034000,0,0.41,0.45,unchanged
