date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-06-02,1319.TW,東陽,511000,511000,0,0.02,0.02,unchanged
2026-06-02,1590.TW,亞德客-KY,530000,530000,0,0.25,0.24,unchanged
2026-06-02,1815.TW,富喬,107000,107000,0,0.0,0.0,unchanged
2026-06-02,2002.TW,中鋼,5163000,5163000,0,0.03,0.03,unchanged
2026-06-02,2303.TW,聯電,71690000,71690000,0,3.61,3.55,unchanged
2026-06-02,2308.TW,台達電,6572000,6572000,0,5.48,5.43,unchanged
2026-06-02,2313.TW,華通,329000,329000,0,0.03,0.03,unchanged
2026-06-02,2317.TW,鴻海,7307000,7307000,0,0.74,0.77,unchanged
2026-06-02,2327.TW,國巨*,18313000,18313000,0,4.99,5.43,unchanged
2026-06-02,2330.TW,台積電,11960000,11960000,0,9.71,9.97,unchanged
2026-06-02,2345.TW,智邦,6231000,6231000,0,5.39,5.29,unchanged
2026-06-02,2357.TW,華碩,1000,1000,0,0.0,0.0,unchanged
2026-06-02,2368.TW,金像電,7769000,7769000,0,3.55,3.47,unchanged
2026-06-02,2382.TW,廣達,4025000,5441000,1416000,0.52,0.76,increased
2026-06-02,2383.TW,台光電,4486000,4486000,0,7.84,7.64,unchanged
2026-06-02,2404.TW,漢唐,1715000,1715000,0,0.69,0.69,unchanged
2026-06-02,2439.TW,美律,18000,18000,0,0.0,0.0,unchanged
2026-06-02,2449.TW,京元電子,5208000,3645000,-1563000,0.57,0.39,decreased
2026-06-02,2454.TW,聯發科,4263000,4263000,0,6.7,6.76,unchanged
2026-06-02,2481.TW,強茂,5000,5000,0,0.0,0.0,unchanged
2026-06-02,3008.TW,大立光,329000,329000,0,0.44,0.44,unchanged
2026-06-02,3017.TW,奇鋐,5191000,5191000,0,4.99,4.91,unchanged
2026-06-02,3037.TW,欣興,12466000,12466000,0,4.51,4.26,unchanged
2026-06-02,3264.TW,欣銓,2117000,1000,-2116000,0.16,0.0,decreased
2026-06-02,3376.TW,新日興,1741000,1741000,0,0.13,0.13,unchanged
2026-06-02,3443.TW,創意,167000,167000,0,0.27,0.27,unchanged
2026-06-02,3533.TW,嘉澤,852000,852000,0,0.79,0.78,unchanged
2026-06-02,3653.TW,健策,2267000,2267000,0,3.0,3.17,unchanged
2026-06-02,3661.TW,世芯-KY,1000,1000,0,0.0,0.0,unchanged
2026-06-02,3665.TW,貿聯-KY,4703848,4703848,0,3.44,3.62,unchanged
2026-06-02,3711.TW,日月光投控,17948000,17948000,0,3.72,3.71,unchanged
2026-06-02,4966.TW,譜瑞-KY,1642000,1642000,0,0.49,0.48,unchanged
2026-06-02,5274.TW,信驊,422000,422000,0,2.69,2.67,unchanged
2026-06-02,5347.TW,世界,1000,1000,0,0.0,0.0,unchanged
2026-06-02,5439.TW,高技,3528000,3528000,0,0.46,0.46,unchanged
2026-06-02,6147.TW,頎邦,5775000,5775000,0,0.57,0.57,unchanged
2026-06-02,6187.TW,萬潤,1334000,1334000,0,0.49,0.47,unchanged
2026-06-02,6191.TW,精成科,3988000,3988000,0,0.13,0.14,unchanged
2026-06-02,6223.TW,旺矽,2169000,2169000,0,4.25,4.19,unchanged
2026-06-02,6271.TW,同欣電,686000,686000,0,0.06,0.06,unchanged
2026-06-02,6274.TW,台燿,4400000,4400000,0,2.59,2.45,unchanged
2026-06-02,6278.TW,台表科,3734000,3734000,0,0.28,0.28,unchanged
2026-06-02,6510.TW,精測,930000,930000,0,1.06,1.05,unchanged
2026-06-02,6515.TW,穎崴,442000,442000,0,1.33,1.25,unchanged
2026-06-02,6669.TW,緯穎,2437000,2437000,0,4.63,4.67,unchanged
2026-06-02,6805.TW,富世達,1761000,1761000,0,1.29,1.35,unchanged
2026-06-02,8046.TW,南電,10828000,10828000,0,3.38,3.27,unchanged
2026-06-02,8150.TW,南茂,11635000,11635000,0,0.43,0.4,unchanged
2026-06-02,8210.TW,勤誠,2167000,2167000,0,1.05,1.04,unchanged
2026-06-02,8358.TW,金居,1980000,980000,-1000000,0.46,0.22,decreased
2026-06-02,8996.TW,高力,1034000,1034000,0,0.37,0.38,unchanged
