date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-05-28,1319.TW,東陽,511000,511000,0,0.01,0.02,unchanged
2026-05-28,1590.TW,亞德客-KY,530000,530000,0,0.26,0.26,unchanged
2026-05-28,1815.TW,富喬,107000,107000,0,0.0,0.0,unchanged
2026-05-28,2002.TW,中鋼,5163000,5163000,0,0.03,0.03,unchanged
2026-05-28,2303.TW,聯電,71190000,71190000,0,3.52,3.59,unchanged
2026-05-28,2308.TW,台達電,6572000,6572000,0,5.7,5.58,unchanged
2026-05-28,2313.TW,華通,329000,329000,0,0.03,0.03,unchanged
2026-05-28,2317.TW,鴻海,1000,1000,0,0.0,0.0,unchanged
2026-05-28,2327.TW,國巨*,18313000,18313000,0,4.42,4.83,unchanged
2026-05-28,2330.TW,台積電,11657000,11960000,303000,9.23,9.75,increased
2026-05-28,2345.TW,智邦,6231000,6231000,0,5.62,5.39,unchanged
2026-05-28,2357.TW,華碩,1000,1000,0,0.0,0.0,unchanged
2026-05-28,2368.TW,金像電,7769000,7769000,0,3.68,3.6,unchanged
2026-05-28,2383.TW,台光電,4723000,4723000,0,8.63,8.48,unchanged
2026-05-28,2404.TW,漢唐,1715000,1715000,0,0.73,0.71,unchanged
2026-05-28,2439.TW,美律,18000,18000,0,0.0,0.0,unchanged
2026-05-28,2449.TW,京元電子,8268000,8268000,0,0.9,0.94,unchanged
2026-05-28,2454.TW,聯發科,4263000,4263000,0,6.81,6.68,unchanged
2026-05-28,2481.TW,強茂,5000,5000,0,0.0,0.0,unchanged
2026-05-28,3008.TW,大立光,329000,329000,0,0.4,0.4,unchanged
2026-05-28,3017.TW,奇鋐,5141000,5141000,0,4.78,4.71,unchanged
2026-05-28,3037.TW,欣興,12466000,12466000,0,4.64,4.54,unchanged
2026-05-28,3264.TW,欣銓,6217000,6217000,0,0.49,0.52,unchanged
2026-05-28,3376.TW,新日興,1741000,1741000,0,0.13,0.13,unchanged
2026-05-28,3443.TW,創意,96000,96000,0,0.17,0.16,unchanged
2026-05-28,3533.TW,嘉澤,852000,852000,0,0.77,0.75,unchanged
2026-05-28,3653.TW,健策,2267000,2267000,0,2.86,2.82,unchanged
2026-05-28,3661.TW,世芯-KY,1000,1000,0,0.0,0.0,unchanged
2026-05-28,3665.TW,貿聯-KY,4703848,4703848,0,3.43,3.53,unchanged
2026-05-28,3711.TW,日月光投控,16640000,17948000,1308000,3.68,4.0,increased
2026-05-28,4966.TW,譜瑞-KY,1036000,1036000,0,0.31,0.31,unchanged
2026-05-28,5274.TW,信驊,422000,422000,0,2.65,2.67,unchanged
2026-05-28,5347.TW,世界,1000,1000,0,0.0,0.0,unchanged
2026-05-28,5439.TW,高技,3528000,3528000,0,0.47,0.46,unchanged
2026-05-28,6147.TW,頎邦,3201000,4631000,1430000,0.29,0.46,increased
2026-05-28,6187.TW,萬潤,1334000,1334000,0,0.52,0.59,unchanged
2026-05-28,6191.TW,精成科,3988000,3988000,0,0.13,0.14,unchanged
2026-05-28,6223.TW,旺矽,2169000,2169000,0,4.77,4.56,unchanged
2026-05-28,6271.TW,同欣電,686000,686000,0,0.06,0.06,unchanged
2026-05-28,6274.TW,台燿,4151000,4151000,0,2.33,2.27,unchanged
2026-05-28,6278.TW,台表科,3734000,3734000,0,0.3,0.3,unchanged
2026-05-28,6415.TW,矽力*-KY,1038000,0,-1038000,0.24,,removed
2026-05-28,6510.TW,精測,930000,930000,0,1.02,1.08,unchanged
2026-05-28,6515.TW,穎崴,442000,442000,0,1.49,1.43,unchanged
2026-05-28,6669.TW,緯穎,2344000,2344000,0,4.1,4.12,unchanged
2026-05-28,6805.TW,富世達,1761000,1761000,0,1.05,1.1,unchanged
2026-05-28,8046.TW,南電,11398000,11398000,0,3.55,3.44,unchanged
2026-05-28,8150.TW,南茂,11635000,11635000,0,0.38,0.43,unchanged
2026-05-28,8210.TW,勤誠,2167000,2167000,0,1.04,1.02,unchanged
2026-05-28,8358.TW,金居,1980000,1980000,0,0.38,0.39,unchanged
2026-05-28,8996.TW,高力,1034000,1034000,0,0.43,0.4,unchanged
