date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-05-13,1319.TW,東陽,511000,511000,0,0.01,0.02,unchanged
2026-05-13,1590.TW,亞德客-KY,530000,530000,0,0.3,0.29,unchanged
2026-05-13,1815.TW,富喬,107000,107000,0,0.0,0.0,unchanged
2026-05-13,2002.TW,中鋼,5163000,5163000,0,0.03,0.04,unchanged
2026-05-13,2303.TW,聯電,46374000,46374000,0,1.78,1.71,unchanged
2026-05-13,2308.TW,台達電,6572000,6572000,0,5.29,5.32,unchanged
2026-05-13,2313.TW,華通,4124000,4124000,0,0.39,0.37,unchanged
2026-05-13,2317.TW,鴻海,3612000,1000,-3611000,0.33,0.0,decreased
2026-05-13,2327.TW,國巨*,17221000,18313000,1092000,2.65,2.88,increased
2026-05-13,2330.TW,台積電,11657000,11657000,0,9.63,9.68,unchanged
2026-05-13,2337.TW,旺宏,8000,8000,0,0.0,0.0,unchanged
2026-05-13,2345.TW,智邦,6231000,6231000,0,5.76,5.68,unchanged
2026-05-13,2357.TW,華碩,1996000,1996000,0,0.49,0.5,unchanged
2026-05-13,2368.TW,金像電,8260000,7018000,-1242000,4.21,3.54,decreased
2026-05-13,2383.TW,台光電,4605000,4605000,0,8.27,8.49,unchanged
2026-05-13,2404.TW,漢唐,1394000,1394000,0,0.51,0.53,unchanged
2026-05-13,2439.TW,美律,18000,18000,0,0.0,0.0,unchanged
2026-05-13,2449.TW,京元電子,12919000,12919000,0,1.42,1.47,unchanged
2026-05-13,2454.TW,聯發科,4463000,4263000,-200000,6.05,5.57,decreased
2026-05-13,2481.TW,強茂,3654000,3654000,0,0.15,0.17,unchanged
2026-05-13,3008.TW,大立光,159000,159000,0,0.16,0.17,unchanged
2026-05-13,3017.TW,奇鋐,4468000,4813000,345000,4.13,4.65,increased
2026-05-13,3036.TW,文曄,1200000,1200000,0,0.12,0.13,unchanged
2026-05-13,3037.TW,欣興,10822000,10822000,0,3.47,3.61,unchanged
2026-05-13,3217.TW,優群,874000,874000,0,0.06,0.06,unchanged
2026-05-13,3264.TW,欣銓,9030000,9030000,0,0.76,0.78,unchanged
2026-05-13,3376.TW,新日興,1741000,1741000,0,0.13,0.13,unchanged
2026-05-13,3443.TW,創意,764000,764000,0,1.56,1.52,unchanged
2026-05-13,3653.TW,健策,2267000,2267000,0,3.26,2.99,unchanged
2026-05-13,3661.TW,世芯-KY,296000,89000,-207000,0.58,0.16,decreased
2026-05-13,3665.TW,貿聯-KY,4703848,4703848,0,4.78,4.4,unchanged
2026-05-13,3711.TW,日月光投控,14998000,14998000,0,3.05,3.07,unchanged
2026-05-13,4966.TW,譜瑞-KY,1036000,1036000,0,0.29,0.31,unchanged
2026-05-13,5274.TW,信驊,483000,483000,0,3.19,3.22,unchanged
2026-05-13,5347.TW,世界,1000,1000,0,0.0,0.0,unchanged
2026-05-13,5439.TW,高技,3228000,3228000,0,0.45,0.45,unchanged
2026-05-13,6147.TW,頎邦,1000,1000,0,0.0,0.0,unchanged
2026-05-13,6187.TW,萬潤,1224000,1224000,0,0.55,0.56,unchanged
2026-05-13,6191.TW,精成科,3988000,3988000,0,0.14,0.14,unchanged
2026-05-13,6223.TW,旺矽,2084000,2169000,85000,4.18,4.64,increased
2026-05-13,6274.TW,台燿,4151000,4151000,0,2.21,2.25,unchanged
2026-05-13,6415.TW,矽力*-KY,940000,940000,0,0.16,0.16,unchanged
2026-05-13,6510.TW,精測,930000,930000,0,1.32,1.31,unchanged
2026-05-13,6515.TW,穎崴,442000,442000,0,1.61,1.63,unchanged
2026-05-13,6669.TW,緯穎,2294000,2294000,0,4.87,4.79,unchanged
2026-05-13,6805.TW,富世達,1761000,1761000,0,1.19,1.21,unchanged
2026-05-13,8046.TW,南電,12658000,12658000,0,4.17,4.17,unchanged
2026-05-13,8150.TW,南茂,11334000,11334000,0,0.36,0.36,unchanged
2026-05-13,8210.TW,勤誠,1967000,1967000,0,1.12,1.12,unchanged
2026-05-13,8358.TW,金居,1980000,1980000,0,0.35,0.34,unchanged
2026-05-13,8996.TW,高力,1034000,1034000,0,0.4,0.4,unchanged
