date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-05-12,1319.TW,東陽,511000,511000,0,0.02,0.01,unchanged
2026-05-12,1590.TW,亞德客-KY,530000,530000,0,0.3,0.3,unchanged
2026-05-12,1815.TW,富喬,107000,107000,0,0.0,0.0,unchanged
2026-05-12,2002.TW,中鋼,5163000,5163000,0,0.03,0.03,unchanged
2026-05-12,2303.TW,聯電,46374000,46374000,0,1.6,1.78,unchanged
2026-05-12,2308.TW,台達電,6572000,6572000,0,5.36,5.29,unchanged
2026-05-12,2313.TW,華通,2624000,4124000,1500000,0.23,0.39,increased
2026-05-12,2317.TW,鴻海,14177000,3612000,-10565000,1.3,0.33,decreased
2026-05-12,2327.TW,國巨*,17221000,17221000,0,2.45,2.65,unchanged
2026-05-12,2330.TW,台積電,11359000,11657000,298000,9.23,9.63,increased
2026-05-12,2337.TW,旺宏,8000,8000,0,0.0,0.0,unchanged
2026-05-12,2345.TW,智邦,6231000,6231000,0,5.87,5.76,unchanged
2026-05-12,2357.TW,華碩,1996000,1996000,0,0.5,0.49,unchanged
2026-05-12,2368.TW,金像電,8260000,8260000,0,4.2,4.21,unchanged
2026-05-12,2383.TW,台光電,4605000,4605000,0,8.12,8.27,unchanged
2026-05-12,2404.TW,漢唐,1394000,1394000,0,0.52,0.51,unchanged
2026-05-12,2439.TW,美律,18000,18000,0,0.0,0.0,unchanged
2026-05-12,2449.TW,京元電子,12919000,12919000,0,1.41,1.42,unchanged
2026-05-12,2454.TW,聯發科,4463000,4463000,0,6.29,6.05,unchanged
2026-05-12,2481.TW,強茂,3654000,3654000,0,0.14,0.15,unchanged
2026-05-12,3008.TW,大立光,0,159000,159000,,0.16,added
2026-05-12,3017.TW,奇鋐,4351000,4468000,117000,4.04,4.13,increased
2026-05-12,3036.TW,文曄,1200000,1200000,0,0.12,0.12,unchanged
2026-05-12,3037.TW,欣興,10387000,10822000,435000,3.25,3.47,increased
2026-05-12,3217.TW,優群,874000,874000,0,0.06,0.06,unchanged
2026-05-12,3264.TW,欣銓,9030000,9030000,0,0.74,0.76,unchanged
2026-05-12,3376.TW,新日興,1741000,1741000,0,0.13,0.13,unchanged
2026-05-12,3443.TW,創意,764000,764000,0,1.59,1.56,unchanged
2026-05-12,3653.TW,健策,2267000,2267000,0,3.31,3.26,unchanged
2026-05-12,3661.TW,世芯-KY,296000,296000,0,0.58,0.58,unchanged
2026-05-12,3665.TW,貿聯-KY,4703848,4703848,0,4.97,4.78,unchanged
2026-05-12,3711.TW,日月光投控,13833000,14998000,1165000,2.7,3.05,increased
2026-05-12,4966.TW,譜瑞-KY,1036000,1036000,0,0.28,0.29,unchanged
2026-05-12,5274.TW,信驊,483000,483000,0,3.13,3.19,unchanged
2026-05-12,5347.TW,世界,1000,1000,0,0.0,0.0,unchanged
2026-05-12,5439.TW,高技,3228000,3228000,0,0.46,0.45,unchanged
2026-05-12,6147.TW,頎邦,1000,1000,0,0.0,0.0,unchanged
2026-05-12,6187.TW,萬潤,1224000,1224000,0,0.49,0.55,unchanged
2026-05-12,6191.TW,精成科,3988000,3988000,0,0.14,0.14,unchanged
2026-05-12,6223.TW,旺矽,2084000,2084000,0,3.78,4.18,unchanged
2026-05-12,6274.TW,台燿,4151000,4151000,0,2.2,2.21,unchanged
2026-05-12,6415.TW,矽力*-KY,940000,940000,0,0.16,0.16,unchanged
2026-05-12,6510.TW,精測,930000,930000,0,1.28,1.32,unchanged
2026-05-12,6515.TW,穎崴,442000,442000,0,1.62,1.61,unchanged
2026-05-12,6669.TW,緯穎,2047000,2294000,247000,3.97,4.87,increased
2026-05-12,6805.TW,富世達,1761000,1761000,0,1.28,1.19,unchanged
2026-05-12,8046.TW,南電,12658000,12658000,0,4.18,4.17,unchanged
2026-05-12,8150.TW,南茂,11334000,11334000,0,0.37,0.36,unchanged
2026-05-12,8210.TW,勤誠,1967000,1967000,0,1.11,1.12,unchanged
2026-05-12,8358.TW,金居,1980000,1980000,0,0.33,0.35,unchanged
2026-05-12,8996.TW,高力,1034000,1034000,0,0.4,0.4,unchanged
