date,symbol,name,weight_percent,shares
2026-05-08,2330.TW,台積電,9.78,11359000
2026-05-08,2383.TW,台光電,8.22,4605000
2026-05-08,2454.TW,聯發科,6.09,4463000
2026-05-08,2345.TW,智邦,5.56,6231000
2026-05-08,2308.TW,台達電,5.44,6572000
2026-05-08,3665.TW,貿聯-KY,4.86,4703848
2026-05-08,2368.TW,金像電,4.13,8260000
2026-05-08,8046.TW,南電,4.06,12658000
2026-05-08,6669.TW,緯穎,4.0,2047000
2026-05-08,6223.TW,旺矽,3.88,2054000
2026-05-08,3017.TW,奇鋐,3.86,4202000
2026-05-08,3037.TW,欣興,3.19,10387000
2026-05-08,3653.TW,健策,3.11,2267000
2026-05-08,5274.TW,信驊,3.08,483000
2026-05-08,3711.TW,日月光投控,2.68,13833000
2026-05-08,2327.TW,國巨*,2.52,17221000
2026-05-08,6274.TW,台燿,2.14,4151000
2026-05-08,2303.TW,聯電,1.59,46374000
2026-05-08,6515.TW,穎崴,1.53,422000
2026-05-08,2449.TW,京元電子,1.51,12919000
2026-05-08,3443.TW,創意,1.5,764000
2026-05-08,2317.TW,鴻海,1.33,14177000
2026-05-08,6805.TW,富世達,1.31,1761000
2026-05-08,6510.TW,精測,1.25,930000
2026-05-08,8210.TW,勤誠,0.82,1540000
2026-05-08,3264.TW,欣銓,0.76,9030000
2026-05-08,3189.TW,景碩,0.64,3744000
2026-05-08,3661.TW,世芯-KY,0.54,296000
2026-05-08,2404.TW,漢唐,0.53,1394000
2026-05-08,2357.TW,華碩,0.49,1996000
2026-05-08,6187.TW,萬潤,0.49,1224000
2026-05-08,5439.TW,高技,0.47,3228000
2026-05-08,8996.TW,高力,0.39,1034000
2026-05-08,8150.TW,南茂,0.39,11334000
2026-05-08,8358.TW,金居,0.34,1980000
2026-05-08,1590.TW,亞德客-KY,0.3,530000
2026-05-08,2313.TW,華通,0.25,2624000
2026-05-08,2481.TW,強茂,0.14,3654000
2026-05-08,6191.TW,精成科,0.14,3988000
2026-05-08,3376.TW,新日興,0.13,1741000
2026-05-08,4966.TW,譜瑞-KY,0.12,486000
2026-05-08,6415.TW,矽力*-KY,0.11,660000
2026-05-08,3217.TW,優群,0.06,874000
2026-05-08,2002.TW,中鋼,0.04,5163000
2026-05-08,1319.TW,東陽,0.02,511000
2026-05-08,1815.TW,富喬,0.0,107000
2026-05-08,2337.TW,旺宏,0.0,8000
2026-05-08,2439.TW,美律,0.0,18000
2026-05-08,5347.TW,世界,0.0,1000
2026-05-08,6147.TW,頎邦,0.0,1000
