date,symbol,name,weight_percent,shares
2026-05-14,2330.TW,台積電,9.86,11657000
2026-05-14,2383.TW,台光電,8.66,4723000
2026-05-14,2345.TW,智邦,6.21,6231000
2026-05-14,2454.TW,聯發科,5.41,4263000
2026-05-14,2308.TW,台達電,5.28,6572000
2026-05-14,6223.TW,旺矽,5.08,2169000
2026-05-14,3017.TW,奇鋐,4.69,4925000
2026-05-14,6669.TW,緯穎,4.65,2294000
2026-05-14,8046.TW,南電,4.0,12658000
2026-05-14,3665.TW,貿聯-KY,3.94,4703848
2026-05-14,2368.TW,金像電,3.74,7018000
2026-05-14,3037.TW,欣興,3.55,10822000
2026-05-14,5274.TW,信驊,3.21,483000
2026-05-14,2327.TW,國巨*,3.15,18313000
2026-05-14,3711.TW,日月光投控,3.06,14998000
2026-05-14,3653.TW,健策,2.84,2267000
2026-05-14,6274.TW,台燿,2.24,4151000
2026-05-14,2303.TW,聯電,1.87,46374000
2026-05-14,6515.TW,穎崴,1.74,442000
2026-05-14,6510.TW,精測,1.44,930000
2026-05-14,2449.TW,京元電子,1.43,12919000
2026-05-14,3443.TW,創意,1.17,618000
2026-05-14,6805.TW,富世達,1.17,1761000
2026-05-14,8210.TW,勤誠,1.07,1967000
2026-05-14,3264.TW,欣銓,0.77,9030000
2026-05-14,2404.TW,漢唐,0.55,1394000
2026-05-14,5439.TW,高技,0.54,3528000
2026-05-14,6187.TW,萬潤,0.52,1224000
2026-05-14,2357.TW,華碩,0.51,1996000
2026-05-14,8996.TW,高力,0.41,1034000
2026-05-14,2313.TW,華通,0.38,4124000
2026-05-14,3008.TW,大立光,0.38,329000
2026-05-14,8150.TW,南茂,0.35,11334000
2026-05-14,8358.TW,金居,0.32,1980000
2026-05-14,4966.TW,譜瑞-KY,0.32,1036000
2026-05-14,1590.TW,亞德客-KY,0.29,530000
2026-05-14,6278.TW,台表科,0.21,2500000
2026-05-14,6415.TW,矽力*-KY,0.18,940000
2026-05-14,3661.TW,世芯-KY,0.16,89000
2026-05-14,2481.TW,強茂,0.16,3654000
2026-05-14,6191.TW,精成科,0.14,3988000
2026-05-14,3376.TW,新日興,0.13,1741000
2026-05-14,3036.TW,文曄,0.12,1200000
2026-05-14,3217.TW,優群,0.06,874000
2026-05-14,2002.TW,中鋼,0.04,5163000
2026-05-14,1319.TW,東陽,0.02,511000
2026-05-14,1815.TW,富喬,0.0,107000
2026-05-14,2317.TW,鴻海,0.0,1000
2026-05-14,2337.TW,旺宏,0.0,8000
2026-05-14,2439.TW,美律,0.0,18000
2026-05-14,5347.TW,世界,0.0,1000
2026-05-14,6147.TW,頎邦,0.0,1000
