date,symbol,name,weight_percent,shares
2026-06-16,2330.TW,台積電,9.87,11960000
2026-06-16,2383.TW,台光電,7.9,4486000
2026-06-16,2454.TW,聯發科,7.62,4861000
2026-06-16,2327.TW,國巨*,7.45,22792000
2026-06-16,2345.TW,智邦,5.49,6334000
2026-06-16,6223.TW,旺矽,5.05,2279000
2026-06-16,2308.TW,台達電,5.04,6572000
2026-06-16,3017.TW,奇鋐,4.23,5191000
2026-06-16,3037.TW,欣興,4.21,12466000
2026-06-16,6669.TW,緯穎,4.18,2492000
2026-06-16,2368.TW,金像電,3.85,8315000
2026-06-16,2303.TW,聯電,3.75,77390000
2026-06-16,3711.TW,日月光投控,3.65,17948000
2026-06-16,3665.TW,貿聯-KY,3.52,4833848
2026-06-16,8046.TW,南電,3.36,10828000
2026-06-16,3653.TW,健策,2.95,2267000
2026-06-16,5274.TW,信驊,2.64,422000
2026-06-16,6274.TW,台燿,2.64,4763000
2026-06-16,6515.TW,穎崴,1.51,442000
2026-06-16,6510.TW,精測,1.12,930000
2026-06-16,6805.TW,富世達,1.07,1811000
2026-06-16,8210.TW,勤誠,1.05,2267000
2026-06-16,2317.TW,鴻海,0.68,7307000
2026-06-16,3533.TW,嘉澤,0.67,852000
2026-06-16,6187.TW,萬潤,0.52,1334000
2026-06-16,8996.TW,高力,0.49,1034000
2026-06-16,6147.TW,頎邦,0.46,5875000
2026-06-16,3443.TW,創意,0.44,258000
2026-06-16,5439.TW,高技,0.39,3528000
2026-06-16,8150.TW,南茂,0.38,11635000
2026-06-16,4966.TW,譜瑞-KY,0.37,1642000
2026-06-16,2449.TW,京元電子,0.35,3645000
2026-06-16,4958.TW,臻鼎-KY,0.31,1428000
2026-06-16,6278.TW,台表科,0.31,4334000
2026-06-16,1590.TW,亞德客-KY,0.24,530000
2026-06-16,8358.TW,金居,0.21,980000
2026-06-16,6191.TW,精成科,0.14,3988000
2026-06-16,6488.TW,環球晶,0.13,350000
2026-06-16,3376.TW,新日興,0.12,1741000
2026-06-16,6271.TW,同欣電,0.11,1466000
2026-06-16,2002.TW,中鋼,0.03,5163000
2026-06-16,2313.TW,華通,0.03,329000
2026-06-16,1815.TW,富喬,0.0,107000
2026-06-16,2382.TW,廣達,0.0,1000
2026-06-16,2481.TW,強茂,0.0,5000
2026-06-16,3008.TW,大立光,0.0,1000
2026-06-16,2439.TW,美律,0.0,18000
2026-06-16,3264.TW,欣銓,0.0,1000
2026-06-16,3661.TW,世芯-KY,0.0,1000
2026-06-16,5347.TW,世界,0.0,1000
