date,symbol,name,weight_percent,shares
2026-06-04,2330.TW,台積電,10.03,11960000
2026-06-04,2383.TW,台光電,7.62,4486000
2026-06-04,2454.TW,聯發科,6.64,4263000
2026-06-04,2308.TW,台達電,5.6,6572000
2026-06-04,2345.TW,智邦,5.5,6231000
2026-06-04,3017.TW,奇鋐,4.95,5191000
2026-06-04,2327.TW,國巨*,4.79,18313000
2026-06-04,6669.TW,緯穎,4.77,2437000
2026-06-04,6223.TW,旺矽,4.63,2169000
2026-06-04,3037.TW,欣興,4.26,12466000
2026-06-04,3711.TW,日月光投控,3.74,17948000
2026-06-04,2368.TW,金像電,3.69,7769000
2026-06-04,3665.TW,貿聯-KY,3.56,4703848
2026-06-04,8046.TW,南電,3.34,10828000
2026-06-04,2303.TW,聯電,3.15,71690000
2026-06-04,3653.TW,健策,2.97,2267000
2026-06-04,5274.TW,信驊,2.71,422000
2026-06-04,6274.TW,台燿,2.62,4400000
2026-06-04,6515.TW,穎崴,1.34,442000
2026-06-04,6805.TW,富世達,1.23,1761000
2026-06-04,6510.TW,精測,1.15,930000
2026-06-04,8210.TW,勤誠,1.08,2167000
2026-06-04,2382.TW,廣達,0.77,5441000
2026-06-04,2317.TW,鴻海,0.75,7307000
2026-06-04,3533.TW,嘉澤,0.72,852000
2026-06-04,6147.TW,頎邦,0.55,5775000
2026-06-04,6187.TW,萬潤,0.52,1334000
2026-06-04,2404.TW,漢唐,0.52,1200000
2026-06-04,5439.TW,高技,0.45,3528000
2026-06-04,4966.TW,譜瑞-KY,0.44,1642000
2026-06-04,2449.TW,京元電子,0.41,3645000
2026-06-04,8996.TW,高力,0.41,1034000
2026-06-04,8150.TW,南茂,0.41,11635000
2026-06-04,6278.TW,台表科,0.28,3734000
2026-06-04,3443.TW,創意,0.26,167000
2026-06-04,1590.TW,亞德客-KY,0.24,530000
2026-06-04,3008.TW,大立光,0.22,161000
2026-06-04,8358.TW,金居,0.19,980000
2026-06-04,6191.TW,精成科,0.14,3988000
2026-06-04,3376.TW,新日興,0.13,1741000
2026-06-04,6271.TW,同欣電,0.06,686000
2026-06-04,2002.TW,中鋼,0.03,5163000
2026-06-04,2313.TW,華通,0.03,329000
2026-06-04,1319.TW,東陽,0.02,511000
2026-06-04,1815.TW,富喬,0.0,107000
2026-06-04,2439.TW,美律,0.0,18000
2026-06-04,3264.TW,欣銓,0.0,1000
2026-06-04,2481.TW,強茂,0.0,5000
2026-06-04,3661.TW,世芯-KY,0.0,1000
2026-06-04,5347.TW,世界,0.0,1000
