date,symbol,name,weight_percent,shares
2026-06-17,2330.TW,台積電,9.77,11960000
2026-06-17,2383.TW,台光電,7.99,4486000
2026-06-17,2327.TW,國巨*,7.85,23292000
2026-06-17,2454.TW,聯發科,7.42,4861000
2026-06-17,2345.TW,智邦,5.41,6334000
2026-06-17,6223.TW,旺矽,5.01,2279000
2026-06-17,2308.TW,台達電,4.85,6572000
2026-06-17,6669.TW,緯穎,4.33,2492000
2026-06-17,3037.TW,欣興,4.22,12466000
2026-06-17,3017.TW,奇鋐,4.2,5191000
2026-06-17,2368.TW,金像電,3.9,8315000
2026-06-17,2303.TW,聯電,3.71,77390000
2026-06-17,3711.TW,日月光投控,3.66,17948000
2026-06-17,3665.TW,貿聯-KY,3.46,4833848
2026-06-17,8046.TW,南電,3.28,10828000
2026-06-17,3653.TW,健策,3.1,2267000
2026-06-17,6274.TW,台燿,2.82,4927000
2026-06-17,5274.TW,信驊,2.67,422000
2026-06-17,6515.TW,穎崴,1.41,436000
2026-06-17,6510.TW,精測,1.13,930000
2026-06-17,6805.TW,富世達,1.06,1811000
2026-06-17,8210.TW,勤誠,1.04,2267000
2026-06-17,2317.TW,鴻海,0.68,7307000
2026-06-17,3533.TW,嘉澤,0.67,852000
2026-06-17,8996.TW,高力,0.54,1034000
2026-06-17,6187.TW,萬潤,0.53,1334000
2026-06-17,6147.TW,頎邦,0.49,6275000
2026-06-17,3443.TW,創意,0.45,258000
2026-06-17,5439.TW,高技,0.39,3528000
2026-06-17,4966.TW,譜瑞-KY,0.38,1642000
2026-06-17,8150.TW,南茂,0.38,11635000
2026-06-17,2449.TW,京元電子,0.35,3645000
2026-06-17,4958.TW,臻鼎-KY,0.31,1428000
2026-06-17,6278.TW,台表科,0.3,4334000
2026-06-17,1590.TW,亞德客-KY,0.24,530000
2026-06-17,8358.TW,金居,0.21,980000
2026-06-17,6191.TW,精成科,0.14,3988000
2026-06-17,6488.TW,環球晶,0.13,350000
2026-06-17,3376.TW,新日興,0.12,1741000
2026-06-17,6271.TW,同欣電,0.11,1466000
2026-06-17,2002.TW,中鋼,0.03,5163000
2026-06-17,2313.TW,華通,0.03,329000
2026-06-17,1815.TW,富喬,0.0,107000
2026-06-17,2382.TW,廣達,0.0,1000
2026-06-17,2481.TW,強茂,0.0,5000
2026-06-17,3008.TW,大立光,0.0,1000
2026-06-17,2439.TW,美律,0.0,18000
2026-06-17,3661.TW,世芯-KY,0.0,1000
2026-06-17,3264.TW,欣銓,0.0,1000
2026-06-17,5347.TW,世界,0.0,1000
