date,symbol,name,weight_percent,shares
2026-05-15,2330.TW,台積電,10.26,11657000
2026-05-15,2383.TW,台光電,8.47,4723000
2026-05-15,2345.TW,智邦,6.07,6231000
2026-05-15,2454.TW,聯發科,5.4,4263000
2026-05-15,2308.TW,台達電,5.3,6572000
2026-05-15,6223.TW,旺矽,4.97,2169000
2026-05-15,3017.TW,奇鋐,4.7,4925000
2026-05-15,6669.TW,緯穎,4.56,2294000
2026-05-15,8046.TW,南電,3.87,12658000
2026-05-15,3665.TW,貿聯-KY,3.83,4703848
2026-05-15,2368.TW,金像電,3.52,7018000
2026-05-15,3037.TW,欣興,3.45,10822000
2026-05-15,2327.TW,國巨*,3.24,18313000
2026-05-15,5274.TW,信驊,3.23,483000
2026-05-15,3711.TW,日月光投控,3.19,14998000
2026-05-15,3653.TW,健策,3.05,2267000
2026-05-15,2303.TW,聯電,2.4,56167000
2026-05-15,6274.TW,台燿,2.11,4151000
2026-05-15,6515.TW,穎崴,1.68,442000
2026-05-15,2449.TW,京元電子,1.5,12919000
2026-05-15,6510.TW,精測,1.35,930000
2026-05-15,6805.TW,富世達,1.19,1761000
2026-05-15,8210.TW,勤誠,1.08,1967000
2026-05-15,3264.TW,欣銓,0.79,9030000
2026-05-15,5439.TW,高技,0.54,3528000
2026-05-15,2404.TW,漢唐,0.54,1394000
2026-05-15,6187.TW,萬潤,0.54,1224000
2026-05-15,3008.TW,大立光,0.44,329000
2026-05-15,2357.TW,華碩,0.42,1703000
2026-05-15,8996.TW,高力,0.42,1034000
2026-05-15,2313.TW,華通,0.38,4124000
2026-05-15,8150.TW,南茂,0.36,11334000
2026-05-15,4966.TW,譜瑞-KY,0.32,1036000
2026-05-15,1590.TW,亞德客-KY,0.3,530000
2026-05-15,8358.TW,金居,0.3,1980000
2026-05-15,6278.TW,台表科,0.21,2500000
2026-05-15,3443.TW,創意,0.2,107000
2026-05-15,2481.TW,強茂,0.17,3654000
2026-05-15,6415.TW,矽力*-KY,0.17,940000
2026-05-15,6191.TW,精成科,0.14,3988000
2026-05-15,3376.TW,新日興,0.13,1741000
2026-05-15,3036.TW,文曄,0.13,1200000
2026-05-15,3217.TW,優群,0.06,874000
2026-05-15,2002.TW,中鋼,0.04,5163000
2026-05-15,1319.TW,東陽,0.02,511000
2026-05-15,1815.TW,富喬,0.0,107000
2026-05-15,2317.TW,鴻海,0.0,1000
2026-05-15,2439.TW,美律,0.0,18000
2026-05-15,3661.TW,世芯-KY,0.0,1000
2026-05-15,6147.TW,頎邦,0.0,1000
2026-05-15,5347.TW,世界,0.0,1000
