date,symbol,name,weight_percent,shares
2026-06-24,2330.TW,台積電,9.8,11960000
2026-06-24,2327.TW,國巨*,8.6,23892000
2026-06-24,2383.TW,台光電,8.55,4486000
2026-06-24,2454.TW,聯發科,7.4,5037000
2026-06-24,6223.TW,旺矽,5.79,2352000
2026-06-24,2345.TW,智邦,5.16,6334000
2026-06-24,2303.TW,聯電,5.1,83532000
2026-06-24,3017.TW,奇鋐,4.5,5191000
2026-06-24,3037.TW,欣興,4.25,13307000
2026-06-24,2308.TW,台達電,4.05,5910000
2026-06-24,6669.TW,緯穎,3.82,2417000
2026-06-24,2368.TW,金像電,3.58,8315000
2026-06-24,3665.TW,貿聯-KY,3.32,4833848
2026-06-24,3711.TW,日月光投控,3.17,14158000
2026-06-24,6274.TW,台燿,3.06,5058000
2026-06-24,8046.TW,南電,2.92,8917000
2026-06-24,3653.TW,健策,2.83,2267000
2026-06-24,5274.TW,信驊,2.65,422000
2026-06-24,6515.TW,穎崴,1.13,348000
2026-06-24,6805.TW,富世達,1.12,1811000
2026-06-24,6510.TW,精測,1.1,930000
2026-06-24,8210.TW,勤誠,1.03,2267000
2026-06-24,2449.TW,京元電子,0.74,6484000
2026-06-24,3533.TW,嘉澤,0.65,852000
2026-06-24,2317.TW,鴻海,0.64,7307000
2026-06-24,6147.TW,頎邦,0.54,6275000
2026-06-24,6187.TW,萬潤,0.48,1334000
2026-06-24,5439.TW,高技,0.39,3528000
2026-06-24,4966.TW,譜瑞-KY,0.37,1642000
2026-06-24,6278.TW,台表科,0.3,4334000
2026-06-24,6271.TW,同欣電,0.26,2966000
2026-06-24,1590.TW,亞德客-KY,0.25,530000
2026-06-24,8358.TW,金居,0.21,980000
2026-06-24,8996.TW,高力,0.18,354000
2026-06-24,6191.TW,精成科,0.13,3988000
2026-06-24,6488.TW,環球晶,0.12,350000
2026-06-24,3264.TW,欣銓,0.12,1508000
2026-06-24,3376.TW,新日興,0.12,1741000
