date,symbol,name,weight_percent,shares
2026-06-22,2330.TW,台積電,10.0,11960000
2026-06-22,2383.TW,台光電,8.71,4486000
2026-06-22,2327.TW,國巨*,8.48,23892000
2026-06-22,2454.TW,聯發科,7.23,4861000
2026-06-22,2345.TW,智邦,5.48,6334000
2026-06-22,6223.TW,旺矽,4.88,2279000
2026-06-22,2308.TW,台達電,4.46,6222000
2026-06-22,3037.TW,欣興,4.46,13307000
2026-06-22,3017.TW,奇鋐,4.18,5191000
2026-06-22,2303.TW,聯電,4.12,77390000
2026-06-22,3711.TW,日月光投控,4.03,17948000
2026-06-22,6669.TW,緯穎,4.03,2492000
2026-06-22,2368.TW,金像電,3.86,8315000
2026-06-22,3665.TW,貿聯-KY,3.2,4833848
2026-06-22,6274.TW,台燿,3.2,5058000
2026-06-22,3653.TW,健策,2.9,2267000
2026-06-22,5274.TW,信驊,2.71,422000
2026-06-22,8046.TW,南電,2.57,8917000
2026-06-22,6805.TW,富世達,1.1,1811000
2026-06-22,6515.TW,穎崴,1.1,348000
2026-06-22,6510.TW,精測,1.09,930000
2026-06-22,8210.TW,勤誠,1.03,2267000
2026-06-22,2449.TW,京元電子,0.73,6484000
2026-06-22,3533.TW,嘉澤,0.66,852000
2026-06-22,2317.TW,鴻海,0.65,7307000
2026-06-22,6147.TW,頎邦,0.58,6275000
2026-06-22,6187.TW,萬潤,0.56,1334000
2026-06-22,8150.TW,南茂,0.44,11635000
2026-06-22,5439.TW,高技,0.39,3528000
2026-06-22,4966.TW,譜瑞-KY,0.38,1642000
2026-06-22,6278.TW,台表科,0.3,4334000
2026-06-22,6271.TW,同欣電,0.26,2966000
2026-06-22,1590.TW,亞德客-KY,0.25,530000
2026-06-22,8358.TW,金居,0.23,980000
2026-06-22,8996.TW,高力,0.18,354000
2026-06-22,6191.TW,精成科,0.14,3988000
2026-06-22,6488.TW,環球晶,0.13,350000
2026-06-22,3264.TW,欣銓,0.12,1508000
2026-06-22,3376.TW,新日興,0.12,1741000
2026-06-22,2002.TW,中鋼,0.03,5163000
2026-06-22,1815.TW,富喬,0.0,107000
2026-06-22,2313.TW,華通,0.0,1000
2026-06-22,2382.TW,廣達,0.0,1000
2026-06-22,2481.TW,強茂,0.0,5000
2026-06-22,3008.TW,大立光,0.0,1000
2026-06-22,2439.TW,美律,0.0,18000
2026-06-22,3443.TW,創意,0.0,1000
2026-06-22,3661.TW,世芯-KY,0.0,1000
2026-06-22,5347.TW,世界,0.0,1000
2026-06-22,4958.TW,臻鼎-KY,0.0,1000
