date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-07-13,1303.TW,南亞,8500000,8500000,0,0.95,1.05,unchanged
2026-07-13,1560.TW,中砂,1000000,1000000,0,0.44,0.43,unchanged
2026-07-13,2049.TW,上銀,1010000,1010000,0,0.21,0.21,unchanged
2026-07-13,2303.TW,聯電,75000000,75000000,0,7.19,7.15,unchanged
2026-07-13,2308.TW,台達電,2430000,2430000,0,2.81,2.85,unchanged
2026-07-13,2317.TW,鴻海,3200000,3200000,0,0.47,0.47,unchanged
2026-07-13,2327.TW,國巨*,9000000,7800000,-1200000,4.98,3.96,decreased
2026-07-13,2330.TW,台積電,12800000,12800000,0,19.01,19.41,unchanged
2026-07-13,2337.TW,旺宏,10000000,10000000,0,0.88,0.86,unchanged
2026-07-13,2344.TW,華邦電,39600000,40000000,400000,4.3,4.15,increased
2026-07-13,2345.TW,智邦,2100000,2100000,0,3.19,3.14,unchanged
2026-07-13,2360.TW,致茂,450000,450000,0,0.5,0.52,unchanged
2026-07-13,2368.TW,金像電,2750000,2750000,0,1.82,1.79,unchanged
2026-07-13,2383.TW,台光電,1140000,1140000,0,3.71,3.63,unchanged
2026-07-13,2454.TW,聯發科,1600000,1600000,0,3.86,3.8,unchanged
2026-07-13,2455.TW,全新,450000,450000,0,0.09,0.09,unchanged
2026-07-13,3017.TW,奇鋐,3450000,3450000,0,4.99,4.77,unchanged
2026-07-13,3037.TW,欣興,7064000,7064000,0,3.8,3.96,unchanged
2026-07-13,3189.TW,景碩,3217000,3217000,0,1.57,1.64,unchanged
2026-07-13,3211.TW,順達,1800000,1800000,0,0.5,0.51,unchanged
2026-07-13,3264.TW,欣銓,600000,600000,0,0.09,0.08,unchanged
2026-07-13,3443.TW,創意,480000,480000,0,1.28,1.27,unchanged
2026-07-13,3529.TW,力旺,50000,0,-50000,0.08,,removed
2026-07-13,3533.TW,嘉澤,1240000,1240000,0,1.49,1.53,unchanged
2026-07-13,3583.TW,辛耘,900000,900000,0,0.45,0.44,unchanged
2026-07-13,3653.TW,健策,780000,780000,0,1.54,1.55,unchanged
2026-07-13,3665.TW,貿聯-KY,166000,166000,0,0.19,0.19,unchanged
2026-07-13,3711.TW,日月光投控,5900000,5900000,0,2.46,2.46,unchanged
2026-07-13,4958.TW,臻鼎-KY,6440000,6940000,500000,2.33,2.79,increased
2026-07-13,4966.TW,譜瑞-KY,800000,800000,0,0.32,0.32,unchanged
2026-07-13,5274.TW,信驊,49500,49500,0,0.42,0.42,unchanged
2026-07-13,6196.TW,帆宣,442000,0,-442000,0.15,,removed
2026-07-13,6223.TW,旺矽,1000000,1000000,0,4.35,4.13,unchanged
2026-07-13,6239.TW,力成,900000,900000,0,0.18,0.17,unchanged
2026-07-13,6274.TW,台燿,1700000,1700000,0,1.64,1.64,unchanged
2026-07-13,6415.TW,矽力*-KY,900000,900000,0,0.29,0.29,unchanged
2026-07-13,6442.TW,光聖,300000,300000,0,0.27,0.26,unchanged
2026-07-13,6488.TW,環球晶,2152000,2152000,0,1.79,1.99,unchanged
2026-07-13,6515.TW,穎崴,200000,200000,0,0.95,0.92,unchanged
2026-07-13,6669.TW,緯穎,790000,790000,0,2.45,2.43,unchanged
2026-07-13,6805.TW,富世達,570000,570000,0,0.51,0.5,unchanged
2026-07-13,7769.TW,鴻勁,279000,279000,0,1.14,1.16,unchanged
2026-07-13,8046.TW,南電,1226000,1440000,214000,0.92,1.14,increased
2026-07-13,8358.TW,金居,1950000,1750000,-200000,0.64,0.54,decreased
2026-07-13,8996.TW,高力,1600000,1600000,0,1.21,1.23,unchanged
