date,symbol,name,weight_percent,shares
2026-06-08,2330.TW,台積電,10.03,11960000
2026-06-08,2383.TW,台光電,7.82,4486000
2026-06-08,2454.TW,聯發科,6.55,4405000
2026-06-08,2345.TW,智邦,5.6,6334000
2026-06-08,2308.TW,台達電,5.41,6572000
2026-06-08,2327.TW,國巨*,5.03,18313000
2026-06-08,3017.TW,奇鋐,4.87,5191000
2026-06-08,6669.TW,緯穎,4.8,2492000
2026-06-08,6223.TW,旺矽,4.37,2169000
2026-06-08,3037.TW,欣興,4.15,12466000
2026-06-08,2368.TW,金像電,3.95,7949000
2026-06-08,3665.TW,貿聯-KY,3.6,4703848
2026-06-08,3711.TW,日月光投控,3.54,17948000
2026-06-08,8046.TW,南電,3.29,10828000
2026-06-08,2303.TW,聯電,3.17,71690000
2026-06-08,3653.TW,健策,3.16,2267000
2026-06-08,5274.TW,信驊,2.7,422000
2026-06-08,6274.TW,台燿,2.47,4400000
2026-06-08,6515.TW,穎崴,1.35,442000
2026-06-08,6805.TW,富世達,1.22,1761000
2026-06-08,6510.TW,精測,1.21,930000
2026-06-08,8210.TW,勤誠,1.09,2167000
2026-06-08,2382.TW,廣達,0.75,5441000
2026-06-08,2317.TW,鴻海,0.72,7307000
2026-06-08,3533.TW,嘉澤,0.71,852000
2026-06-08,6187.TW,萬潤,0.53,1334000
2026-06-08,6147.TW,頎邦,0.51,5775000
2026-06-08,2404.TW,漢唐,0.49,1200000
2026-06-08,5439.TW,高技,0.46,3528000
2026-06-08,8996.TW,高力,0.46,1034000
2026-06-08,4966.TW,譜瑞-KY,0.4,1642000
2026-06-08,2449.TW,京元電子,0.38,3645000
2026-06-08,8150.TW,南茂,0.37,11635000
2026-06-08,6278.TW,台表科,0.27,3734000
2026-06-08,3443.TW,創意,0.26,167000
2026-06-08,1590.TW,亞德客-KY,0.25,530000
2026-06-08,8358.TW,金居,0.21,980000
2026-06-08,3376.TW,新日興,0.15,1741000
2026-06-08,6191.TW,精成科,0.14,3988000
2026-06-08,6271.TW,同欣電,0.05,686000
2026-06-08,2002.TW,中鋼,0.04,5163000
2026-06-08,2313.TW,華通,0.03,329000
2026-06-08,1319.TW,東陽,0.02,511000
2026-06-08,1815.TW,富喬,0.0,107000
2026-06-08,2439.TW,美律,0.0,18000
2026-06-08,5347.TW,世界,0.0,1000
2026-06-08,3661.TW,世芯-KY,0.0,1000
2026-06-08,3264.TW,欣銓,0.0,1000
2026-06-08,2481.TW,強茂,0.0,5000
2026-06-08,3008.TW,大立光,0.0,1000
