date,symbol,name,weight_percent,shares
2026-05-19,2330.TW,台積電,10.28,11657000
2026-05-19,2383.TW,台光電,8.57,4723000
2026-05-19,2345.TW,智邦,5.96,6231000
2026-05-19,2454.TW,聯發科,5.38,4263000
2026-05-19,2308.TW,台達電,5.04,6572000
2026-05-19,6223.TW,旺矽,4.97,2169000
2026-05-19,3017.TW,奇鋐,4.71,4925000
2026-05-19,6669.TW,緯穎,4.49,2294000
2026-05-19,8046.TW,南電,4.04,12658000
2026-05-19,3665.TW,貿聯-KY,3.75,4703848
2026-05-19,2327.TW,國巨*,3.64,18313000
2026-05-19,2368.TW,金像電,3.61,7018000
2026-05-19,3037.TW,欣興,3.54,10822000
2026-05-19,2303.TW,聯電,2.99,66190000
2026-05-19,3711.TW,日月光投控,2.83,14998000
2026-05-19,3653.TW,健策,2.8,2267000
2026-05-19,5274.TW,信驊,2.69,422000
2026-05-19,6274.TW,台燿,2.03,4151000
2026-05-19,6515.TW,穎崴,1.68,442000
2026-05-19,2449.TW,京元電子,1.49,12919000
2026-05-19,6510.TW,精測,1.29,930000
2026-05-19,6805.TW,富世達,1.25,1761000
2026-05-19,8210.TW,勤誠,1.04,1967000
2026-05-19,3264.TW,欣銓,0.67,7772000
2026-05-19,2404.TW,漢唐,0.57,1394000
2026-05-19,6187.TW,萬潤,0.55,1224000
2026-05-19,5439.TW,高技,0.54,3528000
2026-05-19,3008.TW,大立光,0.44,329000
2026-05-19,8996.TW,高力,0.43,1034000
2026-05-19,2357.TW,華碩,0.42,1622000
2026-05-19,2313.TW,華通,0.42,4124000
2026-05-19,8150.TW,南茂,0.35,11334000
2026-05-19,8358.TW,金居,0.34,1980000
2026-05-19,6278.TW,台表科,0.32,3734000
2026-05-19,1590.TW,亞德客-KY,0.3,530000
2026-05-19,4966.TW,譜瑞-KY,0.3,1036000
2026-05-19,3533.TW,嘉澤,0.24,260000
2026-05-19,6415.TW,矽力*-KY,0.2,1038000
2026-05-19,2481.TW,強茂,0.2,3654000
2026-05-19,3443.TW,創意,0.17,96000
2026-05-19,6191.TW,精成科,0.15,3988000
2026-05-19,3376.TW,新日興,0.14,1741000
2026-05-19,3036.TW,文曄,0.13,1200000
2026-05-19,3217.TW,優群,0.07,874000
2026-05-19,2002.TW,中鋼,0.04,5163000
2026-05-19,1319.TW,東陽,0.02,511000
2026-05-19,1815.TW,富喬,0.0,107000
2026-05-19,2317.TW,鴻海,0.0,1000
2026-05-19,2439.TW,美律,0.0,18000
2026-05-19,3661.TW,世芯-KY,0.0,1000
2026-05-19,6147.TW,頎邦,0.0,1000
2026-05-19,5347.TW,世界,0.0,1000
