date,symbol,name,weight_percent,shares
2026-06-02,2330.TW,台積電,9.97,11960000
2026-06-02,2383.TW,台光電,7.64,4486000
2026-06-02,2454.TW,聯發科,6.76,4263000
2026-06-02,2327.TW,國巨*,5.43,18313000
2026-06-02,2308.TW,台達電,5.43,6572000
2026-06-02,2345.TW,智邦,5.29,6231000
2026-06-02,3017.TW,奇鋐,4.91,5191000
2026-06-02,6669.TW,緯穎,4.67,2437000
2026-06-02,3037.TW,欣興,4.26,12466000
2026-06-02,6223.TW,旺矽,4.19,2169000
2026-06-02,3711.TW,日月光投控,3.71,17948000
2026-06-02,3665.TW,貿聯-KY,3.62,4703848
2026-06-02,2303.TW,聯電,3.55,71690000
2026-06-02,2368.TW,金像電,3.47,7769000
2026-06-02,8046.TW,南電,3.27,10828000
2026-06-02,3653.TW,健策,3.17,2267000
2026-06-02,5274.TW,信驊,2.67,422000
2026-06-02,6274.TW,台燿,2.45,4400000
2026-06-02,6805.TW,富世達,1.35,1761000
2026-06-02,6515.TW,穎崴,1.25,442000
2026-06-02,6510.TW,精測,1.05,930000
2026-06-02,8210.TW,勤誠,1.04,2167000
2026-06-02,3533.TW,嘉澤,0.78,852000
2026-06-02,2317.TW,鴻海,0.77,7307000
2026-06-02,2382.TW,廣達,0.76,5441000
2026-06-02,2404.TW,漢唐,0.69,1715000
2026-06-02,6147.TW,頎邦,0.57,5775000
2026-06-02,4966.TW,譜瑞-KY,0.48,1642000
2026-06-02,6187.TW,萬潤,0.47,1334000
2026-06-02,5439.TW,高技,0.46,3528000
2026-06-02,3008.TW,大立光,0.44,329000
2026-06-02,8150.TW,南茂,0.4,11635000
2026-06-02,2449.TW,京元電子,0.39,3645000
2026-06-02,8996.TW,高力,0.38,1034000
2026-06-02,6278.TW,台表科,0.28,3734000
2026-06-02,3443.TW,創意,0.27,167000
2026-06-02,1590.TW,亞德客-KY,0.24,530000
2026-06-02,8358.TW,金居,0.22,980000
2026-06-02,6191.TW,精成科,0.14,3988000
2026-06-02,3376.TW,新日興,0.13,1741000
2026-06-02,6271.TW,同欣電,0.06,686000
2026-06-02,2002.TW,中鋼,0.03,5163000
2026-06-02,2313.TW,華通,0.03,329000
2026-06-02,1319.TW,東陽,0.02,511000
2026-06-02,1815.TW,富喬,0.0,107000
2026-06-02,2439.TW,美律,0.0,18000
2026-06-02,2357.TW,華碩,0.0,1000
2026-06-02,3264.TW,欣銓,0.0,1000
2026-06-02,2481.TW,強茂,0.0,5000
2026-06-02,5347.TW,世界,0.0,1000
2026-06-02,3661.TW,世芯-KY,0.0,1000
