date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-06-23,1303.TW,南亞,7550000,7550000,0,0.64,0.67,unchanged
2026-06-23,1560.TW,中砂,800000,800000,0,0.32,0.32,unchanged
2026-06-23,2049.TW,上銀,1010000,1010000,0,0.19,0.2,unchanged
2026-06-23,2303.TW,聯電,72400000,74000000,1600000,6.49,7.19,increased
2026-06-23,2308.TW,台達電,2430000,2430000,0,2.93,2.89,unchanged
2026-06-23,2317.TW,鴻海,3200000,3200000,0,0.48,0.47,unchanged
2026-06-23,2327.TW,國巨*,10050000,10050000,0,5.99,5.86,unchanged
2026-06-23,2330.TW,台積電,12900000,12900000,0,18.14,18.37,unchanged
2026-06-23,2337.TW,旺宏,16350000,16350000,0,1.7,1.61,unchanged
2026-06-23,2344.TW,華邦電,38800000,38800000,0,4.82,4.69,unchanged
2026-06-23,2345.TW,智邦,2100000,2100000,0,3.05,2.92,unchanged
2026-06-23,2360.TW,致茂,450000,450000,0,0.58,0.58,unchanged
2026-06-23,2368.TW,金像電,4700000,4700000,0,3.67,3.4,unchanged
2026-06-23,2383.TW,台光電,1350000,1350000,0,4.4,4.4,unchanged
2026-06-23,2454.TW,聯發科,1320000,1400000,80000,3.3,3.63,increased
2026-06-23,2455.TW,全新,450000,450000,0,0.1,0.1,unchanged
2026-06-23,3017.TW,奇鋐,3250000,3250000,0,4.41,4.51,unchanged
2026-06-23,3037.TW,欣興,8960000,8960000,0,5.04,4.99,unchanged
2026-06-23,3081.TW,聯亞,360000,240000,-120000,0.48,0.31,decreased
2026-06-23,3105.TW,穩懋,1000,1000,0,0.0,0.0,unchanged
2026-06-23,3189.TW,景碩,1572000,1572000,0,0.7,0.65,unchanged
2026-06-23,3211.TW,順達,1560000,1560000,0,0.4,0.38,unchanged
2026-06-23,3443.TW,創意,430000,430000,0,1.15,1.16,unchanged
2026-06-23,3529.TW,力旺,390000,390000,0,0.69,0.71,unchanged
2026-06-23,3533.TW,嘉澤,1240000,1240000,0,1.61,1.58,unchanged
2026-06-23,3583.TW,辛耘,900000,900000,0,0.45,0.45,unchanged
2026-06-23,3653.TW,健策,830000,830000,0,1.79,1.82,unchanged
2026-06-23,3665.TW,貿聯-KY,500000,500000,0,0.56,0.57,unchanged
2026-06-23,3711.TW,日月光投控,4500000,4500000,0,1.7,1.7,unchanged
2026-06-23,4958.TW,臻鼎-KY,6440000,6440000,0,2.24,2.16,unchanged
2026-06-23,4966.TW,譜瑞-KY,900000,900000,0,0.35,0.34,unchanged
2026-06-23,4979.TW,華星光,600000,600000,0,0.19,0.18,unchanged
2026-06-23,5274.TW,信驊,45000,45000,0,0.49,0.48,unchanged
2026-06-23,5347.TW,世界,9911000,9911000,0,1.06,1.06,unchanged
2026-06-23,6147.TW,頎邦,5600000,6000000,400000,0.87,0.89,increased
2026-06-23,6196.TW,帆宣,1000000,1000000,0,0.31,0.31,unchanged
2026-06-23,6223.TW,旺矽,900000,900000,0,3.24,3.44,unchanged
2026-06-23,6274.TW,台燿,1700000,1700000,0,1.81,1.69,unchanged
2026-06-23,6415.TW,矽力*-KY,900000,900000,0,0.34,0.33,unchanged
2026-06-23,6442.TW,光聖,670000,570000,-100000,0.78,0.65,decreased
2026-06-23,6488.TW,環球晶,2000000,2000000,0,1.25,1.16,unchanged
2026-06-23,6515.TW,穎崴,200000,200000,0,1.06,1.08,unchanged
2026-06-23,6669.TW,緯穎,790000,790000,0,2.15,2.11,unchanged
2026-06-23,6805.TW,富世達,570000,570000,0,0.58,0.58,unchanged
2026-06-23,7769.TW,鴻勁,279000,279000,0,1.08,1.09,unchanged
2026-06-23,8046.TW,南電,1080000,795000,-285000,0.52,0.41,decreased
2026-06-23,8210.TW,勤誠,1000,1000,0,0.0,0.0,unchanged
2026-06-23,8299.TW,群聯,1000,1000,0,0.0,0.0,unchanged
2026-06-23,8358.TW,金居,1950000,1950000,0,0.75,0.73,unchanged
2026-06-23,8996.TW,高力,1502000,1560000,58000,1.31,1.29,increased
