date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-06-25,1303.TW,南亞,7550000,7550000,0,0.68,0.67,unchanged
2026-06-25,1560.TW,中砂,800000,800000,0,0.35,0.33,unchanged
2026-06-25,2049.TW,上銀,1010000,1010000,0,0.19,0.19,unchanged
2026-06-25,2303.TW,聯電,74600000,75000000,400000,7.66,7.65,increased
2026-06-25,2308.TW,台達電,2430000,2430000,0,2.8,2.75,unchanged
2026-06-25,2317.TW,鴻海,3200000,3200000,0,0.47,0.47,unchanged
2026-06-25,2327.TW,國巨*,10050000,10050000,0,6.08,6.46,unchanged
2026-06-25,2330.TW,台積電,12900000,12900000,0,17.78,17.62,unchanged
2026-06-25,2337.TW,旺宏,16350000,13850000,-2500000,1.62,1.28,decreased
2026-06-25,2344.TW,華邦電,38800000,38800000,0,4.59,4.87,unchanged
2026-06-25,2345.TW,智邦,2100000,2100000,0,2.88,2.86,unchanged
2026-06-25,2360.TW,致茂,450000,450000,0,0.56,0.56,unchanged
2026-06-25,2368.TW,金像電,4200000,3700000,-500000,3.04,2.62,decreased
2026-06-25,2383.TW,台光電,1350000,1350000,0,4.33,4.35,unchanged
2026-06-25,2454.TW,聯發科,1435000,1435000,0,3.55,3.54,unchanged
2026-06-25,2455.TW,全新,450000,450000,0,0.1,0.1,unchanged
2026-06-25,3017.TW,奇鋐,3250000,3250000,0,4.74,4.65,unchanged
2026-06-25,3037.TW,欣興,8960000,8960000,0,4.81,5.22,unchanged
2026-06-25,3081.TW,聯亞,160000,0,-160000,0.2,,removed
2026-06-25,3189.TW,景碩,1800000,1968000,168000,0.77,0.91,increased
2026-06-25,3211.TW,順達,1560000,1560000,0,0.38,0.36,unchanged
2026-06-25,3443.TW,創意,430000,450000,20000,1.21,1.25,increased
2026-06-25,3529.TW,力旺,390000,390000,0,0.71,0.72,unchanged
2026-06-25,3533.TW,嘉澤,1240000,1240000,0,1.6,1.58,unchanged
2026-06-25,3583.TW,辛耘,900000,900000,0,0.45,0.44,unchanged
2026-06-25,3653.TW,健策,830000,830000,0,1.74,1.61,unchanged
2026-06-25,3665.TW,貿聯-KY,500000,400000,-100000,0.58,0.44,decreased
2026-06-25,3711.TW,日月光投控,4500000,4500000,0,1.69,1.65,unchanged
2026-06-25,4958.TW,臻鼎-KY,6440000,6440000,0,2.18,2.22,unchanged
2026-06-25,4966.TW,譜瑞-KY,900000,900000,0,0.34,0.34,unchanged
2026-06-25,4979.TW,華星光,600000,500000,-100000,0.17,0.14,decreased
2026-06-25,5274.TW,信驊,45000,45000,0,0.48,0.45,unchanged
2026-06-25,5347.TW,世界,9911000,9911000,0,1.14,1.25,unchanged
2026-06-25,6147.TW,頎邦,6000000,6000000,0,0.86,0.82,unchanged
2026-06-25,6196.TW,帆宣,1000000,1000000,0,0.31,0.32,unchanged
2026-06-25,6223.TW,旺矽,940000,940000,0,3.89,3.71,unchanged
2026-06-25,6274.TW,台燿,1700000,1700000,0,1.73,1.65,unchanged
2026-06-25,6415.TW,矽力*-KY,900000,900000,0,0.31,0.32,unchanged
2026-06-25,6442.TW,光聖,570000,570000,0,0.64,0.61,unchanged
2026-06-25,6488.TW,環球晶,2000000,2000000,0,1.11,1.19,unchanged
2026-06-25,6515.TW,穎崴,200000,200000,0,1.1,1.04,unchanged
2026-06-25,6669.TW,緯穎,790000,790000,0,2.1,2.05,unchanged
2026-06-25,6805.TW,富世達,570000,570000,0,0.59,0.57,unchanged
2026-06-25,7769.TW,鴻勁,279000,279000,0,1.09,1.1,unchanged
2026-06-25,8046.TW,南電,795000,795000,0,0.44,0.47,unchanged
2026-06-25,8358.TW,金居,1950000,1950000,0,0.72,0.7,unchanged
2026-06-25,8996.TW,高力,1560000,1560000,0,1.3,1.3,unchanged
