date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-06-30,1303.TW,南亞,7550000,7550000,0,0.69,0.73,unchanged
2026-06-30,1560.TW,中砂,900000,900000,0,0.4,0.4,unchanged
2026-06-30,2049.TW,上銀,1010000,1010000,0,0.19,0.19,unchanged
2026-06-30,2303.TW,聯電,75000000,75000000,0,7.38,7.15,unchanged
2026-06-30,2308.TW,台達電,2430000,2430000,0,2.78,2.75,unchanged
2026-06-30,2317.TW,鴻海,3200000,3200000,0,0.47,0.47,unchanged
2026-06-30,2327.TW,國巨*,10050000,10050000,0,6.27,6.64,unchanged
2026-06-30,2330.TW,台積電,12900000,12900000,0,18.34,18.03,unchanged
2026-06-30,2337.TW,旺宏,10000000,10000000,0,0.95,0.9,unchanged
2026-06-30,2344.TW,華邦電,38800000,38800000,0,4.73,4.67,unchanged
2026-06-30,2345.TW,智邦,2100000,2100000,0,2.95,3.04,unchanged
2026-06-30,2360.TW,致茂,450000,450000,0,0.56,0.56,unchanged
2026-06-30,2368.TW,金像電,2900000,2750000,-150000,2.01,1.91,decreased
2026-06-30,2383.TW,台光電,1350000,1200000,-150000,4.41,3.75,decreased
2026-06-30,2454.TW,聯發科,1435000,1435000,0,3.37,3.53,unchanged
2026-06-30,2455.TW,全新,450000,450000,0,0.09,0.09,unchanged
2026-06-30,3017.TW,奇鋐,3250000,3380000,130000,4.48,4.95,increased
2026-06-30,3037.TW,欣興,8960000,8960000,0,5.25,5.56,unchanged
2026-06-30,3189.TW,景碩,3200000,3217000,17000,1.56,1.66,increased
2026-06-30,3211.TW,順達,1560000,1560000,0,0.37,0.37,unchanged
2026-06-30,3443.TW,創意,450000,450000,0,1.19,1.26,unchanged
2026-06-30,3529.TW,力旺,390000,390000,0,0.68,0.66,unchanged
2026-06-30,3533.TW,嘉澤,1240000,1240000,0,1.59,1.52,unchanged
2026-06-30,3583.TW,辛耘,900000,900000,0,0.46,0.47,unchanged
2026-06-30,3653.TW,健策,830000,830000,0,1.65,1.65,unchanged
2026-06-30,3665.TW,貿聯-KY,166000,166000,0,0.19,0.18,unchanged
2026-06-30,3711.TW,日月光投控,4500000,5000000,500000,1.69,1.97,increased
2026-06-30,4958.TW,臻鼎-KY,6440000,6440000,0,2.21,2.35,unchanged
2026-06-30,4966.TW,譜瑞-KY,900000,900000,0,0.34,0.33,unchanged
2026-06-30,4979.TW,華星光,300000,300000,0,0.08,0.08,unchanged
2026-06-30,5274.TW,信驊,45000,45000,0,0.41,0.43,unchanged
2026-06-30,5347.TW,世界,9911000,9911000,0,1.24,1.24,unchanged
2026-06-30,6147.TW,頎邦,6000000,3500000,-2500000,0.76,0.43,decreased
2026-06-30,6196.TW,帆宣,1000000,1000000,0,0.32,0.32,unchanged
2026-06-30,6223.TW,旺矽,940000,940000,0,3.42,3.32,unchanged
2026-06-30,6239.TW,力成,0,500000,500000,,0.1,added
2026-06-30,6274.TW,台燿,1700000,1700000,0,1.59,1.66,unchanged
2026-06-30,6415.TW,矽力*-KY,900000,900000,0,0.32,0.31,unchanged
2026-06-30,6442.TW,光聖,300000,300000,0,0.29,0.29,unchanged
2026-06-30,6488.TW,環球晶,2000000,2000000,0,1.1,1.17,unchanged
2026-06-30,6515.TW,穎崴,200000,200000,0,0.96,0.94,unchanged
2026-06-30,6669.TW,緯穎,790000,790000,0,2.17,2.12,unchanged
2026-06-30,6805.TW,富世達,570000,570000,0,0.56,0.56,unchanged
2026-06-30,7769.TW,鴻勁,279000,279000,0,1.07,1.05,unchanged
2026-06-30,8046.TW,南電,795000,795000,0,0.52,0.55,unchanged
2026-06-30,8358.TW,金居,1950000,1950000,0,0.64,0.68,unchanged
2026-06-30,8996.TW,高力,1560000,1560000,0,1.38,1.4,unchanged
