date,symbol,name,weight_percent,shares
2026-08-27,2059.TW,川湖,8.52,260000
2026-08-27,3017.TW,奇鋐,7.64,1001000
2026-08-27,2330.TW,台積電,7.2,1306000
2026-08-27,3037.TW,欣興,6.7,2482000
2026-08-27,2383.TW,台光電,5.85,465000
2026-08-27,3665.TW,貿聯-KY,5.45,1161000
2026-08-27,3008.TW,大立光,5.42,343000
2026-08-27,2345.TW,智邦,5.13,1074000
2026-08-27,8996.TW,高力,4.88,1630000
2026-08-27,6584.TW,南俊國際,3.16,2231000
2026-08-27,6223.TW,旺矽,3.12,268000
2026-08-27,3231.TW,緯創,2.97,7245000
2026-08-27,1815.TW,富喬,2.9,10877000
2026-08-27,1303.TW,南亞,2.83,5445000
2026-08-27,2455.TW,全新,2.73,2753000
2026-08-27,8021.TW,尖點,2.59,2682000
2026-08-27,2308.TW,台達電,2.56,632000
2026-08-27,2454.TW,聯發科,2.35,266000
2026-08-27,3443.TW,創意,2.22,164000
2026-08-27,3661.TW,世芯-KY,1.9,215000
2026-08-27,3189.TW,景碩,1.76,844013
2026-08-27,6669.TW,緯穎,1.2,77000
2026-08-27,4958.TW,臻鼎-KY,1.09,1000000
2026-08-27,3711.TW,日月光投控,0.99,716000
2026-08-27,8046.TW,南電,0.89,300000
2026-08-27,3081.TW,聯亞,0.49,63000
2026-08-27,6213.TW,聯茂,0.48,373000
2026-08-27,6139.TW,亞翔,0.45,250000
2026-08-27,2301.TW,光寶科,0.45,659000
2026-08-27,6187.TW,萬潤,0.44,134000
2026-08-27,3653.TW,健策,0.43,33000
2026-08-27,2357.TW,華碩,0.43,196000
2026-08-27,3026.TW,禾伸堂,0.4,261000
2026-08-27,2376.TW,技嘉,0.4,508000
2026-08-27,8150.TW,南茂,0.4,1957000
2026-08-27,2404.TW,漢唐,0.38,155000
2026-08-27,5274.TW,信驊,0.38,11000
2026-08-27,6274.TW,台燿,0.37,113000
2026-08-27,2360.TW,致茂,0.35,76000
2026-08-27,5289.TW,宜鼎,0.34,99952
2026-08-27,5347.TW,世界,0.22,629000
