date,symbol,name,weight_percent,shares
2026-08-28,2059.TW,川湖,8.42,260000
2026-08-28,3017.TW,奇鋐,7.62,1001000
2026-08-28,2330.TW,台積電,7.16,1306000
2026-08-28,3037.TW,欣興,6.24,2482000
2026-08-28,3665.TW,貿聯-KY,5.94,1161000
2026-08-28,2383.TW,台光電,5.78,465000
2026-08-28,3008.TW,大立光,5.49,343000
2026-08-28,2345.TW,智邦,5.17,1074000
2026-08-28,8996.TW,高力,4.67,1630000
2026-08-28,6584.TW,南俊國際,3.45,2231000
2026-08-28,1815.TW,富喬,3.09,10877000
2026-08-28,6223.TW,旺矽,3.05,268000
2026-08-28,3231.TW,緯創,2.92,7245000
2026-08-28,8021.TW,尖點,2.76,2682000
2026-08-28,1303.TW,南亞,2.72,5445000
2026-08-28,2455.TW,全新,2.71,2753000
2026-08-28,2454.TW,聯發科,2.4,266000
2026-08-28,3443.TW,創意,2.23,164000
2026-08-28,3661.TW,世芯-KY,1.98,215000
2026-08-28,3189.TW,景碩,1.72,844013
2026-08-28,2308.TW,台達電,1.58,382000
2026-08-28,6669.TW,緯穎,1.26,77000
2026-08-28,4958.TW,臻鼎-KY,1.09,1000000
2026-08-28,3711.TW,日月光投控,1.01,716000
2026-08-28,8046.TW,南電,0.84,300000
2026-08-28,6213.TW,聯茂,0.49,373000
2026-08-28,3081.TW,聯亞,0.47,63000
2026-08-28,2301.TW,光寶科,0.47,659000
2026-08-28,3026.TW,禾伸堂,0.44,261000
2026-08-28,6139.TW,亞翔,0.44,250000
2026-08-28,3653.TW,健策,0.43,33000
2026-08-28,2357.TW,華碩,0.43,196000
2026-08-28,6187.TW,萬潤,0.41,134000
2026-08-28,2376.TW,技嘉,0.4,508000
2026-08-28,8150.TW,南茂,0.4,1957000
2026-08-28,5274.TW,信驊,0.39,11000
2026-08-28,2404.TW,漢唐,0.38,155000
2026-08-28,6274.TW,台燿,0.38,113000
2026-08-28,2360.TW,致茂,0.35,76000
2026-08-28,5289.TW,宜鼎,0.33,99952
2026-08-28,5347.TW,世界,0.22,629000
