date,symbol,name,weight_percent,shares
2026-07-16,2330.TW,台積電,8.69,1406000
2026-07-16,2383.TW,台光電,7.03,563000
2026-07-16,2059.TW,川湖,6.35,293000
2026-07-16,2345.TW,智邦,5.67,977000
2026-07-16,3017.TW,奇鋐,5.58,1002000
2026-07-16,6223.TW,旺矽,5.08,326000
2026-07-16,3665.TW,貿聯-KY,4.67,955000
2026-07-16,3037.TW,欣興,4.63,2097000
2026-07-16,8996.TW,高力,4.59,1630000
2026-07-16,3008.TW,大立光,4.48,420000
2026-07-16,2327.TW,國巨*,4.01,2066000
2026-07-16,2454.TW,聯發科,3.76,406000
2026-07-16,6584.TW,南俊國際,3.59,2231000
2026-07-16,6187.TW,萬潤,3.28,1220000
2026-07-16,2303.TW,聯電,2.8,7000000
2026-07-16,3711.TW,日月光投控,2.78,1629000
2026-07-16,3443.TW,創意,2.21,211000
2026-07-16,8299.TW,群聯,2.21,445000
2026-07-16,2455.TW,全新,2.16,2753000
2026-07-16,3661.TW,世芯-KY,2.03,215000
2026-07-16,8021.TW,尖點,1.9,1501000
2026-07-16,6182.TW,合晶,1.87,4500000
2026-07-16,3026.TW,禾伸堂,1.74,909000
2026-07-16,6515.TW,穎崴,1.67,99000
2026-07-16,6488.TW,環球晶,1.35,394000
2026-07-16,7751.TW,竑騰,0.99,318000
2026-07-16,3189.TW,景碩,0.85,440013
2026-07-16,6139.TW,亞翔,0.54,250000
2026-07-16,2337.TW,旺宏,0.46,1343000
2026-07-16,7734.TW,印能科技,0.44,56000
2026-07-16,3363.TW,上詮,0.42,300000
2026-07-16,6805.TW,富世達,0.39,109000
2026-07-16,3260.TW,威剛,0.36,358000
2026-07-16,5289.TW,宜鼎,0.34,98000
2026-07-16,3583.TW,辛耘,0.31,147000
2026-07-16,3264.TW,欣銓,0.04,72000
2026-07-16,3491.TW,昇達科,0.0,1000
