date,symbol,name,weight_percent,shares
2026-06-16,2330.TW,台積電,8.7,1706000
2026-06-16,2383.TW,台光電,6.12,563000
2026-06-16,2345.TW,智邦,5.23,977000
2026-06-16,3017.TW,奇鋐,5.08,1009000
2026-06-16,8996.TW,高力,4.78,1630000
2026-06-16,6223.TW,旺矽,4.46,326000
2026-06-16,3037.TW,欣興,4.37,2097000
2026-06-16,3665.TW,貿聯-KY,4.3,955000
2026-06-16,2059.TW,川湖,4.14,293000
2026-06-16,2454.TW,聯發科,3.93,406000
2026-06-16,3443.TW,創意,3.25,311000
2026-06-16,2327.TW,國巨*,3.16,1566000
2026-06-16,6515.TW,穎崴,3.06,145000
2026-06-16,6187.TW,萬潤,2.95,1220000
2026-06-16,6584.TW,南俊國際,2.84,2204000
2026-06-16,2368.TW,金像電,2.7,945000
2026-06-16,3008.TW,大立光,2.68,260000
2026-06-16,3661.TW,世芯-KY,2.4,262000
2026-06-16,2455.TW,全新,2.37,2753000
2026-06-16,8299.TW,群聯,2.24,445000
2026-06-16,3711.TW,日月光投控,2.05,1629000
2026-06-16,3105.TW,穩懋,2.04,1949000
2026-06-16,3653.TW,健策,1.72,214000
2026-06-16,8021.TW,尖點,1.65,1501000
2026-06-16,2308.TW,台達電,1.63,344000
2026-06-16,7769.TW,鴻勁,1.42,91000
2026-06-16,8046.TW,南電,1.38,718000
2026-06-16,7751.TW,竑騰,1.15,375000
2026-06-16,2360.TW,致茂,0.99,200000
2026-06-16,3583.TW,辛耘,0.98,566000
2026-06-16,2303.TW,聯電,0.6,2000000
2026-06-16,3189.TW,景碩,0.6,440013
2026-06-16,2337.TW,旺宏,0.47,1343000
2026-06-16,3363.TW,上詮,0.45,300000
2026-06-16,6139.TW,亞翔,0.43,250000
2026-06-16,5289.TW,宜鼎,0.41,98000
2026-06-16,6805.TW,富世達,0.4,109000
2026-06-16,7734.TW,印能科技,0.38,56000
2026-06-16,3260.TW,威剛,0.32,358000
2026-06-16,3264.TW,欣銓,0.03,72000
2026-06-16,3491.TW,昇達科,0.0,1000
