date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-06-09,1319.TW,東陽,511000,511000,0,0.02,0.02,unchanged
2026-06-09,1590.TW,亞德客-KY,530000,530000,0,0.25,0.24,unchanged
2026-06-09,1815.TW,富喬,107000,107000,0,0.0,0.0,unchanged
2026-06-09,2002.TW,中鋼,5163000,5163000,0,0.04,0.03,unchanged
2026-06-09,2303.TW,聯電,71690000,73690000,2000000,3.17,3.28,increased
2026-06-09,2308.TW,台達電,6572000,6572000,0,5.41,5.55,unchanged
2026-06-09,2313.TW,華通,329000,329000,0,0.03,0.03,unchanged
2026-06-09,2317.TW,鴻海,7307000,7307000,0,0.72,0.71,unchanged
2026-06-09,2327.TW,國巨*,18313000,18313000,0,5.03,5.29,unchanged
2026-06-09,2330.TW,台積電,11960000,11960000,0,10.03,9.63,unchanged
2026-06-09,2345.TW,智邦,6334000,6334000,0,5.6,5.48,unchanged
2026-06-09,2368.TW,金像電,7949000,8315000,366000,3.95,4.34,increased
2026-06-09,2382.TW,廣達,5441000,422000,-5019000,0.75,0.06,decreased
2026-06-09,2383.TW,台光電,4486000,4486000,0,7.82,7.94,unchanged
2026-06-09,2404.TW,漢唐,1200000,1200000,0,0.49,0.5,unchanged
2026-06-09,2439.TW,美律,18000,18000,0,0.0,0.0,unchanged
2026-06-09,2449.TW,京元電子,3645000,3645000,0,0.38,0.37,unchanged
2026-06-09,2454.TW,聯發科,4405000,4649000,244000,6.55,7.27,increased
2026-06-09,2481.TW,強茂,5000,5000,0,0.0,0.0,unchanged
2026-06-09,3008.TW,大立光,1000,1000,0,0.0,0.0,unchanged
2026-06-09,3017.TW,奇鋐,5191000,5191000,0,4.87,4.62,unchanged
2026-06-09,3037.TW,欣興,12466000,12466000,0,4.15,4.22,unchanged
2026-06-09,3264.TW,欣銓,1000,1000,0,0.0,0.0,unchanged
2026-06-09,3376.TW,新日興,1741000,1741000,0,0.15,0.14,unchanged
2026-06-09,3443.TW,創意,167000,167000,0,0.26,0.25,unchanged
2026-06-09,3533.TW,嘉澤,852000,852000,0,0.71,0.7,unchanged
2026-06-09,3653.TW,健策,2267000,2267000,0,3.16,3.12,unchanged
2026-06-09,3661.TW,世芯-KY,1000,1000,0,0.0,0.0,unchanged
2026-06-09,3665.TW,貿聯-KY,4703848,4703848,0,3.6,3.54,unchanged
2026-06-09,3711.TW,日月光投控,17948000,17948000,0,3.54,3.57,unchanged
2026-06-09,4966.TW,譜瑞-KY,1642000,1642000,0,0.4,0.4,unchanged
2026-06-09,5274.TW,信驊,422000,422000,0,2.7,2.63,unchanged
2026-06-09,5347.TW,世界,1000,1000,0,0.0,0.0,unchanged
2026-06-09,5439.TW,高技,3528000,3528000,0,0.46,0.45,unchanged
2026-06-09,6147.TW,頎邦,5775000,5775000,0,0.51,0.51,unchanged
2026-06-09,6187.TW,萬潤,1334000,1334000,0,0.53,0.53,unchanged
2026-06-09,6191.TW,精成科,3988000,3988000,0,0.14,0.14,unchanged
2026-06-09,6223.TW,旺矽,2169000,2169000,0,4.37,4.46,unchanged
2026-06-09,6271.TW,同欣電,686000,686000,0,0.05,0.06,unchanged
2026-06-09,6274.TW,台燿,4400000,4643000,243000,2.47,2.62,increased
2026-06-09,6278.TW,台表科,3734000,3734000,0,0.27,0.26,unchanged
2026-06-09,6510.TW,精測,930000,930000,0,1.21,1.1,unchanged
2026-06-09,6515.TW,穎崴,442000,442000,0,1.35,1.33,unchanged
2026-06-09,6669.TW,緯穎,2492000,2492000,0,4.8,4.62,unchanged
2026-06-09,6805.TW,富世達,1761000,1761000,0,1.22,1.2,unchanged
2026-06-09,8046.TW,南電,10828000,10828000,0,3.29,3.46,unchanged
2026-06-09,8150.TW,南茂,11635000,11635000,0,0.37,0.39,unchanged
2026-06-09,8210.TW,勤誠,2167000,2267000,100000,1.09,1.2,increased
2026-06-09,8358.TW,金居,980000,980000,0,0.21,0.21,unchanged
2026-06-09,8996.TW,高力,1034000,1034000,0,0.46,0.48,unchanged
