date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-05-19,1319.TW,東陽,511000,511000,0,0.02,0.02,unchanged
2026-05-19,1590.TW,亞德客-KY,530000,530000,0,0.3,0.3,unchanged
2026-05-19,1815.TW,富喬,107000,107000,0,0.0,0.0,unchanged
2026-05-19,2002.TW,中鋼,5163000,5163000,0,0.04,0.04,unchanged
2026-05-19,2303.TW,聯電,56167000,66190000,10023000,2.4,2.99,increased
2026-05-19,2308.TW,台達電,6572000,6572000,0,5.3,5.04,unchanged
2026-05-19,2313.TW,華通,4124000,4124000,0,0.38,0.42,unchanged
2026-05-19,2317.TW,鴻海,1000,1000,0,0.0,0.0,unchanged
2026-05-19,2327.TW,國巨*,18313000,18313000,0,3.24,3.64,unchanged
2026-05-19,2330.TW,台積電,11657000,11657000,0,10.26,10.28,unchanged
2026-05-19,2345.TW,智邦,6231000,6231000,0,6.07,5.96,unchanged
2026-05-19,2357.TW,華碩,1703000,1622000,-81000,0.42,0.42,decreased
2026-05-19,2368.TW,金像電,7018000,7018000,0,3.52,3.61,unchanged
2026-05-19,2383.TW,台光電,4723000,4723000,0,8.47,8.57,unchanged
2026-05-19,2404.TW,漢唐,1394000,1394000,0,0.54,0.57,unchanged
2026-05-19,2439.TW,美律,18000,18000,0,0.0,0.0,unchanged
2026-05-19,2449.TW,京元電子,12919000,12919000,0,1.5,1.49,unchanged
2026-05-19,2454.TW,聯發科,4263000,4263000,0,5.4,5.38,unchanged
2026-05-19,2481.TW,強茂,3654000,3654000,0,0.17,0.2,unchanged
2026-05-19,3008.TW,大立光,329000,329000,0,0.44,0.44,unchanged
2026-05-19,3017.TW,奇鋐,4925000,4925000,0,4.7,4.71,unchanged
2026-05-19,3036.TW,文曄,1200000,1200000,0,0.13,0.13,unchanged
2026-05-19,3037.TW,欣興,10822000,10822000,0,3.45,3.54,unchanged
2026-05-19,3217.TW,優群,874000,874000,0,0.06,0.07,unchanged
2026-05-19,3264.TW,欣銓,9030000,7772000,-1258000,0.79,0.67,decreased
2026-05-19,3376.TW,新日興,1741000,1741000,0,0.13,0.14,unchanged
2026-05-19,3443.TW,創意,107000,96000,-11000,0.2,0.17,decreased
2026-05-19,3533.TW,嘉澤,0,260000,260000,,0.24,added
2026-05-19,3653.TW,健策,2267000,2267000,0,3.05,2.8,unchanged
2026-05-19,3661.TW,世芯-KY,1000,1000,0,0.0,0.0,unchanged
2026-05-19,3665.TW,貿聯-KY,4703848,4703848,0,3.83,3.75,unchanged
2026-05-19,3711.TW,日月光投控,14998000,14998000,0,3.19,2.83,unchanged
2026-05-19,4966.TW,譜瑞-KY,1036000,1036000,0,0.32,0.3,unchanged
2026-05-19,5274.TW,信驊,483000,422000,-61000,3.23,2.69,decreased
2026-05-19,5347.TW,世界,1000,1000,0,0.0,0.0,unchanged
2026-05-19,5439.TW,高技,3528000,3528000,0,0.54,0.54,unchanged
2026-05-19,6147.TW,頎邦,1000,1000,0,0.0,0.0,unchanged
2026-05-19,6187.TW,萬潤,1224000,1224000,0,0.54,0.55,unchanged
2026-05-19,6191.TW,精成科,3988000,3988000,0,0.14,0.15,unchanged
2026-05-19,6223.TW,旺矽,2169000,2169000,0,4.97,4.97,unchanged
2026-05-19,6274.TW,台燿,4151000,4151000,0,2.11,2.03,unchanged
2026-05-19,6278.TW,台表科,2500000,3734000,1234000,0.21,0.32,increased
2026-05-19,6415.TW,矽力*-KY,940000,1038000,98000,0.17,0.2,increased
2026-05-19,6510.TW,精測,930000,930000,0,1.35,1.29,unchanged
2026-05-19,6515.TW,穎崴,442000,442000,0,1.68,1.68,unchanged
2026-05-19,6669.TW,緯穎,2294000,2294000,0,4.56,4.49,unchanged
2026-05-19,6805.TW,富世達,1761000,1761000,0,1.19,1.25,unchanged
2026-05-19,8046.TW,南電,12658000,12658000,0,3.87,4.04,unchanged
2026-05-19,8150.TW,南茂,11334000,11334000,0,0.36,0.35,unchanged
2026-05-19,8210.TW,勤誠,1967000,1967000,0,1.08,1.04,unchanged
2026-05-19,8358.TW,金居,1980000,1980000,0,0.3,0.34,unchanged
2026-05-19,8996.TW,高力,1034000,1034000,0,0.42,0.43,unchanged
