date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-06-26,1590.TW,亞德客-KY,530000,530000,0,0.25,0.26,unchanged
2026-06-26,2002.TW,中鋼,5163000,5163000,0,0.03,0.04,unchanged
2026-06-26,2303.TW,聯電,86550000,86550000,0,5.28,5.11,unchanged
2026-06-26,2308.TW,台達電,5614000,5614000,0,3.8,3.66,unchanged
2026-06-26,2317.TW,鴻海,7307000,7307000,0,0.64,0.65,unchanged
2026-06-26,2327.TW,國巨*,25098000,25098000,0,9.64,9.18,unchanged
2026-06-26,2330.TW,台積電,11960000,11960000,0,9.76,10.08,unchanged
2026-06-26,2345.TW,智邦,6334000,6334000,0,5.15,5.43,unchanged
2026-06-26,2368.TW,金像電,8315000,8315000,0,3.52,3.56,unchanged
2026-06-26,2383.TW,台光電,4486000,4486000,0,8.64,8.49,unchanged
2026-06-26,2449.TW,京元電子,6484000,4481000,-2003000,0.74,0.5,decreased
2026-06-26,2454.TW,聯發科,5037000,5037000,0,7.42,7.04,unchanged
2026-06-26,3017.TW,奇鋐,5191000,5191000,0,4.44,4.22,unchanged
2026-06-26,3037.TW,欣興,14735000,14735000,0,5.13,5.17,unchanged
2026-06-26,3264.TW,欣銓,1508000,1508000,0,0.12,0.12,unchanged
2026-06-26,3376.TW,新日興,1741000,1741000,0,0.12,0.12,unchanged
2026-06-26,3533.TW,嘉澤,852000,852000,0,0.65,0.65,unchanged
2026-06-26,3653.TW,健策,2267000,2267000,0,2.62,2.78,unchanged
2026-06-26,3665.TW,貿聯-KY,4833848,4833848,0,3.17,3.23,unchanged
2026-06-26,3711.TW,日月光投控,14158000,12742000,-1416000,3.1,2.9,decreased
2026-06-26,4966.TW,譜瑞-KY,1642000,1116000,-526000,0.37,0.24,decreased
2026-06-26,5274.TW,信驊,379000,379000,0,2.26,2.13,unchanged
2026-06-26,5439.TW,高技,3528000,3528000,0,0.39,0.38,unchanged
2026-06-26,6147.TW,頎邦,6275000,6275000,0,0.52,0.49,unchanged
2026-06-26,6187.TW,萬潤,1334000,1334000,0,0.5,0.52,unchanged
2026-06-26,6191.TW,精成科,3988000,3988000,0,0.14,0.14,unchanged
2026-06-26,6223.TW,旺矽,2352000,2352000,0,5.55,5.51,unchanged
2026-06-26,6271.TW,同欣電,2966000,2966000,0,0.28,0.27,unchanged
2026-06-26,6274.TW,台燿,5058000,5058000,0,2.94,2.88,unchanged
2026-06-26,6278.TW,台表科,4334000,4334000,0,0.3,0.3,unchanged
2026-06-26,6488.TW,環球晶,350000,350000,0,0.12,0.12,unchanged
2026-06-26,6510.TW,精測,930000,930000,0,1.09,1.09,unchanged
2026-06-26,6515.TW,穎崴,313000,281000,-32000,0.97,0.83,decreased
2026-06-26,6669.TW,緯穎,2417000,2417000,0,3.75,3.73,unchanged
2026-06-26,6805.TW,富世達,1811000,1811000,0,1.08,1.07,unchanged
2026-06-26,8046.TW,南電,8917000,8917000,0,3.18,3.61,unchanged
2026-06-26,8210.TW,勤誠,2267000,2267000,0,0.99,1.0,unchanged
2026-06-26,8358.TW,金居,980000,980000,0,0.21,0.2,unchanged
2026-06-26,8996.TW,高力,354000,0,-354000,0.18,,removed
