date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-06-12,1319.TW,東陽,278000,278000,0,0.01,0.01,unchanged
2026-06-12,1590.TW,亞德客-KY,530000,530000,0,0.24,0.24,unchanged
2026-06-12,1815.TW,富喬,107000,107000,0,0.0,0.0,unchanged
2026-06-12,2002.TW,中鋼,5163000,5163000,0,0.03,0.03,unchanged
2026-06-12,2303.TW,聯電,73690000,75890000,2200000,3.33,3.57,increased
2026-06-12,2308.TW,台達電,6572000,6572000,0,5.13,5.14,unchanged
2026-06-12,2313.TW,華通,329000,329000,0,0.03,0.03,unchanged
2026-06-12,2317.TW,鴻海,7307000,7307000,0,0.68,0.67,unchanged
2026-06-12,2327.TW,國巨*,21168000,21168000,0,6.44,6.39,unchanged
2026-06-12,2330.TW,台積電,11960000,11960000,0,9.73,9.75,unchanged
2026-06-12,2345.TW,智邦,6334000,6334000,0,5.21,5.22,unchanged
2026-06-12,2368.TW,金像電,8315000,8315000,0,4.04,3.87,unchanged
2026-06-12,2382.TW,廣達,1000,1000,0,0.0,0.0,unchanged
2026-06-12,2383.TW,台光電,4486000,4486000,0,8.26,7.64,unchanged
2026-06-12,2404.TW,漢唐,1200000,1200000,0,0.52,0.55,unchanged
2026-06-12,2439.TW,美律,18000,18000,0,0.0,0.0,unchanged
2026-06-12,2449.TW,京元電子,3645000,3645000,0,0.36,0.36,unchanged
2026-06-12,2454.TW,聯發科,4649000,4649000,0,6.87,6.86,unchanged
2026-06-12,2481.TW,強茂,5000,5000,0,0.0,0.0,unchanged
2026-06-12,3008.TW,大立光,1000,1000,0,0.0,0.0,unchanged
2026-06-12,3017.TW,奇鋐,5191000,5191000,0,4.38,4.4,unchanged
2026-06-12,3037.TW,欣興,12466000,12466000,0,3.85,3.97,unchanged
2026-06-12,3264.TW,欣銓,1000,1000,0,0.0,0.0,unchanged
2026-06-12,3376.TW,新日興,1741000,1741000,0,0.13,0.12,unchanged
2026-06-12,3443.TW,創意,167000,258000,91000,0.25,0.4,increased
2026-06-12,3533.TW,嘉澤,852000,852000,0,0.66,0.67,unchanged
2026-06-12,3653.TW,健策,2267000,2267000,0,2.97,2.95,unchanged
2026-06-12,3661.TW,世芯-KY,1000,1000,0,0.0,0.0,unchanged
2026-06-12,3665.TW,貿聯-KY,4783848,4833848,50000,3.74,3.94,increased
2026-06-12,3711.TW,日月光投控,17948000,17948000,0,3.53,3.74,unchanged
2026-06-12,4958.TW,臻鼎-KY,0,1428000,1428000,,0.28,added
2026-06-12,4966.TW,譜瑞-KY,1642000,1642000,0,0.39,0.39,unchanged
2026-06-12,5274.TW,信驊,422000,422000,0,2.69,2.75,unchanged
2026-06-12,5347.TW,世界,1000,1000,0,0.0,0.0,unchanged
2026-06-12,5439.TW,高技,3528000,3528000,0,0.44,0.41,unchanged
2026-06-12,6147.TW,頎邦,5775000,5775000,0,0.46,0.46,unchanged
2026-06-12,6187.TW,萬潤,1334000,1334000,0,0.5,0.51,unchanged
2026-06-12,6191.TW,精成科,3988000,3988000,0,0.13,0.13,unchanged
2026-06-12,6223.TW,旺矽,2169000,2279000,110000,4.78,5.21,increased
2026-06-12,6271.TW,同欣電,686000,1066000,380000,0.05,0.09,increased
2026-06-12,6274.TW,台燿,4763000,4763000,0,2.54,2.4,unchanged
2026-06-12,6278.TW,台表科,3734000,4334000,600000,0.26,0.32,increased
2026-06-12,6510.TW,精測,930000,930000,0,1.14,1.18,unchanged
2026-06-12,6515.TW,穎崴,442000,442000,0,1.39,1.5,unchanged
2026-06-12,6669.TW,緯穎,2492000,2492000,0,4.41,4.26,unchanged
2026-06-12,6805.TW,富世達,1761000,1811000,50000,1.11,1.17,increased
2026-06-12,8046.TW,南電,10828000,10828000,0,3.16,3.13,unchanged
2026-06-12,8150.TW,南茂,11635000,11635000,0,0.41,0.4,unchanged
2026-06-12,8210.TW,勤誠,2267000,2267000,0,1.18,1.18,unchanged
2026-06-12,8358.TW,金居,980000,980000,0,0.19,0.2,unchanged
2026-06-12,8996.TW,高力,1034000,1034000,0,0.43,0.42,unchanged
