date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-06-12,2059.TW,川湖,293000,293000,0,4.22,4.44,unchanged
2026-06-12,2308.TW,台達電,344000,344000,0,1.67,1.67,unchanged
2026-06-12,2327.TW,國巨*,1566000,1566000,0,2.97,2.93,unchanged
2026-06-12,2330.TW,台積電,1706000,1706000,0,8.64,8.63,unchanged
2026-06-12,2337.TW,旺宏,1343000,1343000,0,0.42,0.43,unchanged
2026-06-12,2345.TW,智邦,977000,977000,0,5.0,5.0,unchanged
2026-06-12,2360.TW,致茂,200000,200000,0,0.99,1.01,unchanged
2026-06-12,2368.TW,金像電,945000,945000,0,2.86,2.73,unchanged
2026-06-12,2383.TW,台光電,563000,563000,0,6.45,5.96,unchanged
2026-06-12,2454.TW,聯發科,406000,406000,0,3.73,3.72,unchanged
2026-06-12,2455.TW,全新,2753000,2753000,0,1.98,2.12,unchanged
2026-06-12,3008.TW,大立光,125000,260000,135000,1.17,2.29,increased
2026-06-12,3017.TW,奇鋐,1009000,1009000,0,5.3,5.32,unchanged
2026-06-12,3037.TW,欣興,2097000,2097000,0,4.03,4.14,unchanged
2026-06-12,3105.TW,穩懋,1949000,1949000,0,2.11,2.16,unchanged
2026-06-12,3189.TW,景碩,440013,440013,0,0.61,0.59,unchanged
2026-06-12,3260.TW,威剛,358000,358000,0,0.32,0.32,unchanged
2026-06-12,3264.TW,欣銓,0,72000,72000,,0.04,added
2026-06-12,3363.TW,上詮,300000,300000,0,0.49,0.48,unchanged
2026-06-12,3443.TW,創意,311000,311000,0,2.87,2.98,unchanged
2026-06-12,3491.TW,昇達科,1000,1000,0,0.0,0.0,unchanged
2026-06-12,3583.TW,辛耘,566000,566000,0,1.01,1.0,unchanged
2026-06-12,3653.TW,健策,214000,214000,0,1.74,1.73,unchanged
2026-06-12,3661.TW,世芯-KY,262000,262000,0,2.39,2.36,unchanged
2026-06-12,3665.TW,貿聯-KY,955000,955000,0,4.64,4.83,unchanged
2026-06-12,3711.TW,日月光投控,1629000,1629000,0,1.99,2.11,unchanged
2026-06-12,5289.TW,宜鼎,98000,98000,0,0.38,0.39,unchanged
2026-06-12,6139.TW,亞翔,250000,250000,0,0.41,0.44,unchanged
2026-06-12,6187.TW,萬潤,1220000,1220000,0,2.83,2.9,unchanged
2026-06-12,6223.TW,旺矽,326000,326000,0,4.47,4.63,unchanged
2026-06-12,6515.TW,穎崴,145000,145000,0,2.85,3.05,unchanged
2026-06-12,6584.TW,南俊國際,2204000,2204000,0,2.77,2.82,unchanged
2026-06-12,6669.TW,緯穎,228000,228000,0,2.51,2.42,unchanged
2026-06-12,6805.TW,富世達,109000,109000,0,0.43,0.44,unchanged
2026-06-12,7734.TW,印能科技,56000,56000,0,0.39,0.34,unchanged
2026-06-12,7751.TW,竑騰,375000,375000,0,1.11,1.13,unchanged
2026-06-12,7769.TW,鴻勁,91000,91000,0,1.44,1.44,unchanged
2026-06-12,8021.TW,尖點,501000,1501000,1000000,0.64,1.72,increased
2026-06-12,8046.TW,南電,718000,718000,0,1.3,1.29,unchanged
2026-06-12,8299.TW,群聯,445000,445000,0,2.2,2.25,unchanged
2026-06-12,8996.TW,高力,1630000,1630000,0,4.18,4.09,unchanged
