date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-06-16,2059.TW,川湖,293000,293000,0,4.35,4.14,unchanged
2026-06-16,2303.TW,聯電,2000000,2000000,0,0.6,0.6,unchanged
2026-06-16,2308.TW,台達電,344000,344000,0,1.62,1.63,unchanged
2026-06-16,2327.TW,國巨*,1566000,1566000,0,3.14,3.16,unchanged
2026-06-16,2330.TW,台積電,1706000,1706000,0,8.65,8.7,unchanged
2026-06-16,2337.TW,旺宏,1343000,1343000,0,0.46,0.47,unchanged
2026-06-16,2345.TW,智邦,977000,977000,0,5.07,5.23,unchanged
2026-06-16,2360.TW,致茂,200000,200000,0,0.97,0.99,unchanged
2026-06-16,2368.TW,金像電,945000,945000,0,2.66,2.7,unchanged
2026-06-16,2383.TW,台光電,563000,563000,0,6.04,6.12,unchanged
2026-06-16,2454.TW,聯發科,406000,406000,0,3.87,3.93,unchanged
2026-06-16,2455.TW,全新,2753000,2753000,0,2.17,2.37,unchanged
2026-06-16,3008.TW,大立光,260000,260000,0,2.45,2.68,unchanged
2026-06-16,3017.TW,奇鋐,1009000,1009000,0,5.19,5.08,unchanged
2026-06-16,3037.TW,欣興,2097000,2097000,0,4.3,4.37,unchanged
2026-06-16,3105.TW,穩懋,1949000,1949000,0,2.13,2.04,unchanged
2026-06-16,3189.TW,景碩,440013,440013,0,0.62,0.6,unchanged
2026-06-16,3260.TW,威剛,358000,358000,0,0.32,0.32,unchanged
2026-06-16,3264.TW,欣銓,72000,72000,0,0.04,0.03,unchanged
2026-06-16,3363.TW,上詮,300000,300000,0,0.45,0.45,unchanged
2026-06-16,3443.TW,創意,311000,311000,0,3.2,3.25,unchanged
2026-06-16,3491.TW,昇達科,1000,1000,0,0.0,0.0,unchanged
2026-06-16,3583.TW,辛耘,566000,566000,0,0.99,0.98,unchanged
2026-06-16,3653.TW,健策,214000,214000,0,1.75,1.72,unchanged
2026-06-16,3661.TW,世芯-KY,262000,262000,0,2.38,2.4,unchanged
2026-06-16,3665.TW,貿聯-KY,955000,955000,0,4.62,4.3,unchanged
2026-06-16,3711.TW,日月光投控,1629000,1629000,0,2.05,2.05,unchanged
2026-06-16,5289.TW,宜鼎,98000,98000,0,0.4,0.41,unchanged
2026-06-16,6139.TW,亞翔,250000,250000,0,0.47,0.43,unchanged
2026-06-16,6187.TW,萬潤,1220000,1220000,0,2.94,2.95,unchanged
2026-06-16,6223.TW,旺矽,326000,326000,0,4.48,4.46,unchanged
2026-06-16,6515.TW,穎崴,145000,145000,0,3.07,3.06,unchanged
2026-06-16,6584.TW,南俊國際,2204000,2204000,0,2.94,2.84,unchanged
2026-06-16,6669.TW,緯穎,228000,0,-228000,2.38,,removed
2026-06-16,6805.TW,富世達,109000,109000,0,0.4,0.4,unchanged
2026-06-16,7734.TW,印能科技,56000,56000,0,0.35,0.38,unchanged
2026-06-16,7751.TW,竑騰,375000,375000,0,1.11,1.15,unchanged
2026-06-16,7769.TW,鴻勁,91000,91000,0,1.4,1.42,unchanged
2026-06-16,8021.TW,尖點,1501000,1501000,0,1.62,1.65,unchanged
2026-06-16,8046.TW,南電,718000,718000,0,1.32,1.38,unchanged
2026-06-16,8299.TW,群聯,445000,445000,0,2.2,2.24,unchanged
2026-06-16,8996.TW,高力,1630000,1630000,0,4.37,4.78,unchanged
