date,symbol,name,previous_shares,current_shares,change_shares,previous_weight_percent,current_weight_percent,status
2026-06-10,2059.TW,川湖,293000,293000,0,4.19,4.16,unchanged
2026-06-10,2308.TW,台達電,344000,344000,0,1.75,1.69,unchanged
2026-06-10,2327.TW,國巨*,1566000,1566000,0,2.72,2.86,unchanged
2026-06-10,2330.TW,台積電,1706000,1706000,0,8.28,8.58,unchanged
2026-06-10,2337.TW,旺宏,1343000,1343000,0,0.41,0.4,unchanged
2026-06-10,2345.TW,智邦,977000,977000,0,5.09,5.15,unchanged
2026-06-10,2360.TW,致茂,200000,200000,0,1.01,0.99,unchanged
2026-06-10,2368.TW,金像電,945000,945000,0,2.98,2.99,unchanged
2026-06-10,2383.TW,台光電,563000,563000,0,6.01,6.2,unchanged
2026-06-10,2454.TW,聯發科,406000,406000,0,3.83,3.76,unchanged
2026-06-10,2455.TW,全新,2753000,2753000,0,2.29,2.18,unchanged
2026-06-10,3008.TW,大立光,125000,125000,0,1.02,1.15,unchanged
2026-06-10,3017.TW,奇鋐,809000,809000,0,4.34,4.26,unchanged
2026-06-10,3037.TW,欣興,2097000,2097000,0,4.28,4.13,unchanged
2026-06-10,3105.TW,穩懋,1949000,1949000,0,2.04,2.08,unchanged
2026-06-10,3189.TW,景碩,440013,440013,0,0.66,0.65,unchanged
2026-06-10,3260.TW,威剛,358000,358000,0,0.32,0.31,unchanged
2026-06-10,3363.TW,上詮,300000,300000,0,0.52,0.5,unchanged
2026-06-10,3443.TW,創意,311000,311000,0,2.82,2.79,unchanged
2026-06-10,3491.TW,昇達科,1000,1000,0,0.0,0.0,unchanged
2026-06-10,3583.TW,辛耘,566000,566000,0,1.03,0.99,unchanged
2026-06-10,3653.TW,健策,214000,214000,0,1.77,1.81,unchanged
2026-06-10,3661.TW,世芯-KY,262000,262000,0,2.35,2.36,unchanged
2026-06-10,3665.TW,貿聯-KY,955000,955000,0,4.34,4.59,unchanged
2026-06-10,3711.TW,日月光投控,1629000,1629000,0,1.95,1.96,unchanged
2026-06-10,4991.TW,環宇-KY,394000,0,-394000,0.5,,removed
2026-06-10,5274.TW,信驊,29000,29000,0,1.09,1.09,unchanged
2026-06-10,5289.TW,宜鼎,98000,98000,0,0.41,0.39,unchanged
2026-06-10,6139.TW,亞翔,250000,250000,0,0.39,0.41,unchanged
2026-06-10,6187.TW,萬潤,1220000,1220000,0,2.9,2.9,unchanged
2026-06-10,6223.TW,旺矽,326000,326000,0,4.04,4.19,unchanged
2026-06-10,6274.TW,台燿,441000,441000,0,1.5,1.47,unchanged
2026-06-10,6510.TW,精測,129000,0,-129000,0.92,,removed
2026-06-10,6515.TW,穎崴,145000,145000,0,2.63,2.63,unchanged
2026-06-10,6584.TW,南俊國際,2204000,2204000,0,3.1,2.95,unchanged
2026-06-10,6669.TW,緯穎,319000,228000,-91000,3.56,2.57,decreased
2026-06-10,6805.TW,富世達,109000,109000,0,0.45,0.43,unchanged
2026-06-10,7734.TW,印能科技,56000,56000,0,0.38,0.41,unchanged
2026-06-10,7751.TW,竑騰,375000,375000,0,1.17,1.16,unchanged
2026-06-10,7769.TW,鴻勁,91000,91000,0,1.33,1.39,unchanged
2026-06-10,8021.TW,尖點,501000,501000,0,0.53,0.62,unchanged
2026-06-10,8046.TW,南電,718000,718000,0,1.38,1.36,unchanged
2026-06-10,8299.TW,群聯,445000,445000,0,2.21,2.14,unchanged
2026-06-10,8996.TW,高力,1630000,1630000,0,4.57,4.43,unchanged
