date,symbol,name,weight_percent,shares
2026-08-05,2330.TW,台積電,14.64,5400000
2026-08-05,2383.TW,台光電,8.45,1430000
2026-08-05,2408.TW,南亞科,7.02,14000000
2026-08-05,3037.TW,欣興,5.46,5000000
2026-08-05,2059.TW,川湖,5.34,500000
2026-08-05,2454.TW,聯發科,5.19,1150000
2026-08-05,6223.TW,旺矽,5.07,720000
2026-08-05,2327.TW,國巨*,5.02,7700000
2026-08-05,2345.TW,智邦,4.84,1800000
2026-08-05,6669.TW,緯穎,3.97,570000
2026-08-05,3017.TW,奇鋐,3.69,1200000
2026-08-05,8046.TW,南電,3.58,3000000
2026-08-05,6274.TW,台燿,3.56,2150000
2026-08-05,3711.TW,日月光投控,3.08,4600000
2026-08-05,3189.TW,景碩,2.99,3200000
2026-08-05,7769.TW,鴻勁,2.94,400000
2026-08-05,8299.TW,群聯,2.7,1300000
2026-08-05,5274.TW,信驊,2.18,120500
2026-08-05,3665.TW,貿聯-KY,2.02,760000
2026-08-05,3231.TW,緯創,1.96,9000000
2026-08-05,3026.TW,禾伸堂,1.67,2700000
2026-08-05,3653.TW,健策,1.59,325000
2026-08-05,2885.TW,元大金,0.48,6100000
2026-08-05,2881.TW,富邦金,0.47,3200000
